Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,count
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Adrienne E. Adams,Scott M. Stringer,22
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Adrienne E. Adams,Selma K. Bartholomew,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Adrienne E. Adams,Whitney R. Tilson,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Adrienne E. Adams,Write-in,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Adrienne E. Adams,Zellnor Myrie,49
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Adrienne E. Adams,skipped,18
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Andrew M. Cuomo,Adrienne E. Adams,5
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Andrew M. Cuomo,Jessica Ramos,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Andrew M. Cuomo,Paperboy Love Prince,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Andrew M. Cuomo,Scott M. Stringer,3
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Andrew M. Cuomo,skipped,6
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Jessica Ramos,Adrienne E. Adams,4
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Jessica Ramos,Andrew M. Cuomo,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Jessica Ramos,Scott M. Stringer,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Jessica Ramos,Whitney R. Tilson,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Jessica Ramos,Zellnor Myrie,9
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Jessica Ramos,skipped,7
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Paperboy Love Prince,Zellnor Myrie,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Scott M. Stringer,Adrienne E. Adams,19
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Scott M. Stringer,Andrew M. Cuomo,5
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Scott M. Stringer,Jessica Ramos,6
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Scott M. Stringer,Paperboy Love Prince,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Scott M. Stringer,Selma K. Bartholomew,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Scott M. Stringer,Whitney R. Tilson,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Scott M. Stringer,Zellnor Myrie,6
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Scott M. Stringer,skipped,6
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Selma K. Bartholomew,Adrienne E. Adams,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Selma K. Bartholomew,Jessica Ramos,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Selma K. Bartholomew,Paperboy Love Prince,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Selma K. Bartholomew,skipped,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Whitney R. Tilson,Adrienne E. Adams,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Whitney R. Tilson,Andrew M. Cuomo,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Whitney R. Tilson,Paperboy Love Prince,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Whitney R. Tilson,Scott M. Stringer,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Whitney R. Tilson,Zellnor Myrie,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Whitney R. Tilson,skipped,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Write-in,skipped,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,Adrienne E. Adams,31
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,Andrew M. Cuomo,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,Jessica Ramos,4
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,Michael Blake,1
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,Paperboy Love Prince,4
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,Scott M. Stringer,9
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,Selma K. Bartholomew,2
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,Whitney R. Tilson,6
Brad Lander,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,skipped,6
Brad Lander,Michael Blake,Zohran Kwame Mamdani,skipped,skipped,47
Brad Lander,Michael Blake,overvote,Scott M. Stringer,skipped,1
Brad Lander,Michael Blake,overvote,skipped,Andrew M. Cuomo,1
Brad Lander,Michael Blake,skipped,Andrew M. Cuomo,skipped,1
Brad Lander,Michael Blake,skipped,Scott M. Stringer,skipped,1
Brad Lander,Michael Blake,skipped,skipped,skipped,40
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Andrew M. Cuomo,Jessica Ramos,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Andrew M. Cuomo,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Jessica Ramos,Selma K. Bartholomew,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Jessica Ramos,Whitney R. Tilson,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Jessica Ramos,skipped,2
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Michael Blake,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Michael Blake,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Scott M. Stringer,Jessica Ramos,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Scott M. Stringer,Michael Blake,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Scott M. Stringer,Selma K. Bartholomew,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Scott M. Stringer,Write-in,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Scott M. Stringer,Zellnor Myrie,2
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Scott M. Stringer,Zohran Kwame Mamdani,3
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Zellnor Myrie,Jessica Ramos,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Zellnor Myrie,Michael Blake,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Zellnor Myrie,Scott M. Stringer,2
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Zellnor Myrie,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Zellnor Myrie,skipped,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Zohran Kwame Mamdani,Jessica Ramos,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,Zohran Kwame Mamdani,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Adrienne E. Adams,skipped,skipped,4
Brad Lander,Paperboy Love Prince,Andrew M. Cuomo,Adrienne E. Adams,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Andrew M. Cuomo,Adrienne E. Adams,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Andrew M. Cuomo,Jessica Ramos,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Andrew M. Cuomo,Jessica Ramos,skipped,1
Brad Lander,Paperboy Love Prince,Andrew M. Cuomo,Scott M. Stringer,Whitney R. Tilson,1
Brad Lander,Paperboy Love Prince,Andrew M. Cuomo,Selma K. Bartholomew,Whitney R. Tilson,1
Brad Lander,Paperboy Love Prince,Andrew M. Cuomo,Zohran Kwame Mamdani,Scott M. Stringer,2
Brad Lander,Paperboy Love Prince,Andrew M. Cuomo,skipped,skipped,6
Brad Lander,Paperboy Love Prince,Jessica Ramos,Adrienne E. Adams,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,Adrienne E. Adams,Scott M. Stringer,2
Brad Lander,Paperboy Love Prince,Jessica Ramos,Adrienne E. Adams,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,Adrienne E. Adams,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,Andrew M. Cuomo,Whitney R. Tilson,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,Andrew M. Cuomo,Write-in,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,Andrew M. Cuomo,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,Michael Blake,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,Scott M. Stringer,Adrienne E. Adams,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,Whitney R. Tilson,Michael Blake,2
Brad Lander,Paperboy Love Prince,Jessica Ramos,Whitney R. Tilson,Selma K. Bartholomew,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,Zohran Kwame Mamdani,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Jessica Ramos,skipped,skipped,1
Brad Lander,Paperboy Love Prince,Michael Blake,Adrienne E. Adams,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Michael Blake,Andrew M. Cuomo,Adrienne E. Adams,1
Brad Lander,Paperboy Love Prince,Michael Blake,Andrew M. Cuomo,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Michael Blake,Brad Lander,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Michael Blake,Jessica Ramos,Whitney R. Tilson,1
Brad Lander,Paperboy Love Prince,Michael Blake,Jessica Ramos,Zellnor Myrie,2
Brad Lander,Paperboy Love Prince,Michael Blake,Jessica Ramos,skipped,1
Brad Lander,Paperboy Love Prince,Michael Blake,Scott M. Stringer,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Michael Blake,Whitney R. Tilson,Jessica Ramos,4
Brad Lander,Paperboy Love Prince,Michael Blake,Whitney R. Tilson,Selma K. Bartholomew,1
Brad Lander,Paperboy Love Prince,Michael Blake,Zohran Kwame Mamdani,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Michael Blake,skipped,skipped,1
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,1
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Adrienne E. Adams,skipped,2
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Andrew M. Cuomo,Adrienne E. Adams,2
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Andrew M. Cuomo,Selma K. Bartholomew,2
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Jessica Ramos,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Jessica Ramos,Whitney R. Tilson,2
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Michael Blake,Whitney R. Tilson,1
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Write-in,skipped,1
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Zellnor Myrie,Adrienne E. Adams,1
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Zellnor Myrie,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Zohran Kwame Mamdani,Adrienne E. Adams,1
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Zohran Kwame Mamdani,Zellnor Myrie,2
Brad Lander,Paperboy Love Prince,Scott M. Stringer,Zohran Kwame Mamdani,skipped,2
Brad Lander,Paperboy Love Prince,Scott M. Stringer,skipped,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Selma K. Bartholomew,Adrienne E. Adams,Jessica Ramos,1
Brad Lander,Paperboy Love Prince,Selma K. Bartholomew,Adrienne E. Adams,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,Adrienne E. Adams,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,Adrienne E. Adams,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,Michael Blake,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,Michael Blake,Selma K. Bartholomew,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,Michael Blake,skipped,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,Scott M. Stringer,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,Selma K. Bartholomew,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,Selma K. Bartholomew,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,Zellnor Myrie,skipped,1
Brad Lander,Paperboy Love Prince,Whitney R. Tilson,skipped,skipped,3
Brad Lander,Paperboy Love Prince,Write-in,Andrew M. Cuomo,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Write-in,skipped,skipped,2
Brad Lander,Paperboy Love Prince,Zellnor Myrie,Adrienne E. Adams,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Zellnor Myrie,Adrienne E. Adams,Zohran Kwame Mamdani,2
Brad Lander,Paperboy Love Prince,Zellnor Myrie,Scott M. Stringer,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Zellnor Myrie,Scott M. Stringer,Zohran Kwame Mamdani,2
Brad Lander,Paperboy Love Prince,Zellnor Myrie,Selma K. Bartholomew,Zohran Kwame Mamdani,1
Brad Lander,Paperboy Love Prince,Zellnor Myrie,Whitney R. Tilson,Michael Blake,1
Brad Lander,Paperboy Love Prince,Zellnor Myrie,Write-in,skipped,1
Brad Lander,Paperboy Love Prince,Zellnor Myrie,Zohran Kwame Mamdani,Adrienne E. Adams,1
Brad Lander,Paperboy Love Prince,Zellnor Myrie,Zohran Kwame Mamdani,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Zellnor Myrie,skipped,skipped,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Adrienne E. Adams,Jessica Ramos,2
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Adrienne E. Adams,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Adrienne E. Adams,skipped,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Andrew M. Cuomo,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Andrew M. Cuomo,skipped,2
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Jessica Ramos,Adrienne E. Adams,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Jessica Ramos,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Jessica Ramos,Selma K. Bartholomew,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Jessica Ramos,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Jessica Ramos,skipped,2
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Michael Blake,Adrienne E. Adams,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Michael Blake,Zellnor Myrie,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Scott M. Stringer,Andrew M. Cuomo,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Scott M. Stringer,Michael Blake,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Selma K. Bartholomew,Adrienne E. Adams,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Selma K. Bartholomew,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Selma K. Bartholomew,skipped,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Zellnor Myrie,Adrienne E. Adams,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Zellnor Myrie,Jessica Ramos,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Zellnor Myrie,Michael Blake,2
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Zellnor Myrie,Scott M. Stringer,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,Zellnor Myrie,Selma K. Bartholomew,1
Brad Lander,Paperboy Love Prince,Zohran Kwame Mamdani,skipped,skipped,6
Brad Lander,Paperboy Love Prince,skipped,Michael Blake,Whitney R. Tilson,1
Brad Lander,Paperboy Love Prince,skipped,skipped,skipped,40
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Adrienne E. Adams,Zohran Kwame Mamdani,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,Jessica Ramos,48
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,Michael Blake,24
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,Paperboy Love Prince,12
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,Scott M. Stringer,3
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,Selma K. Bartholomew,6
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,Whitney R. Tilson,45
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,Write-in,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,Zellnor Myrie,74
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,Zohran Kwame Mamdani,156
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Andrew M. Cuomo,skipped,346
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Brad Lander,Brad Lander,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Brad Lander,Scott M. Stringer,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Adrienne E. Adams,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Andrew M. Cuomo,89
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Michael Blake,44
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Paperboy Love Prince,17
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Scott M. Stringer,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Selma K. Bartholomew,22
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Whitney R. Tilson,46
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Write-in,4
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Zellnor Myrie,63
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,Zohran Kwame Mamdani,98
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,overvote,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Jessica Ramos,skipped,68
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Michael Blake,Andrew M. Cuomo,49
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Michael Blake,Jessica Ramos,40
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Michael Blake,Paperboy Love Prince,14
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Michael Blake,Selma K. Bartholomew,9
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Michael Blake,Whitney R. Tilson,27
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Michael Blake,Write-in,3
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Michael Blake,Zellnor Myrie,77
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Michael Blake,Zohran Kwame Mamdani,73
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Michael Blake,skipped,52
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Paperboy Love Prince,Andrew M. Cuomo,12
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Paperboy Love Prince,Jessica Ramos,5
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Paperboy Love Prince,Whitney R. Tilson,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Paperboy Love Prince,Write-in,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Paperboy Love Prince,Zellnor Myrie,4
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Paperboy Love Prince,Zohran Kwame Mamdani,6
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Paperboy Love Prince,skipped,19
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Scott M. Stringer,Andrew M. Cuomo,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Scott M. Stringer,Jessica Ramos,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Scott M. Stringer,Michael Blake,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Scott M. Stringer,Zellnor Myrie,3
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Scott M. Stringer,Zohran Kwame Mamdani,3
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Scott M. Stringer,overvote,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Scott M. Stringer,skipped,3
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Selma K. Bartholomew,Andrew M. Cuomo,9
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Selma K. Bartholomew,Jessica Ramos,11
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Selma K. Bartholomew,Michael Blake,3
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Selma K. Bartholomew,Paperboy Love Prince,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Selma K. Bartholomew,Whitney R. Tilson,6
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Selma K. Bartholomew,Zellnor Myrie,7
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Selma K. Bartholomew,Zohran Kwame Mamdani,7
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Selma K. Bartholomew,skipped,9
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,Andrew M. Cuomo,148
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,Jessica Ramos,24
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,Michael Blake,39
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,Paperboy Love Prince,7
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,Selma K. Bartholomew,13
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,Write-in,3
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,Zellnor Myrie,78
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,Zohran Kwame Mamdani,63
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,overvote,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Whitney R. Tilson,skipped,82
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Write-in,Andrew M. Cuomo,4
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Write-in,Jessica Ramos,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Write-in,Michael Blake,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Write-in,Whitney R. Tilson,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Write-in,Write-in,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Write-in,Zellnor Myrie,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Write-in,Zohran Kwame Mamdani,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Write-in,skipped,5
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Andrew M. Cuomo,260
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Jessica Ramos,134
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Michael Blake,165
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Paperboy Love Prince,23
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Scott M. Stringer,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Selma K. Bartholomew,11
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Whitney R. Tilson,145
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Write-in,7
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Zellnor Myrie,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,Zohran Kwame Mamdani,416
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zellnor Myrie,skipped,267
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Adrienne E. Adams,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Andrew M. Cuomo,126
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Brad Lander,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Jessica Ramos,79
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Michael Blake,68
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Paperboy Love Prince,33
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Scott M. Stringer,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Selma K. Bartholomew,8
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Whitney R. Tilson,43
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Write-in,7
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Zellnor Myrie,281
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,Zohran Kwame Mamdani,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,overvote,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,Zohran Kwame Mamdani,skipped,354
Brad Lander,Scott M. Stringer,Adrienne E. Adams,overvote,Andrew M. Cuomo,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,overvote,Jessica Ramos,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,overvote,Michael Blake,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,overvote,skipped,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,skipped,Andrew M. Cuomo,10
Brad Lander,Scott M. Stringer,Adrienne E. Adams,skipped,Michael Blake,1
Brad Lander,Scott M. Stringer,Adrienne E. Adams,skipped,Paperboy Love Prince,3
Brad Lander,Scott M. Stringer,Adrienne E. Adams,skipped,Whitney R. Tilson,2
Brad Lander,Scott M. Stringer,Adrienne E. Adams,skipped,Zohran Kwame Mamdani,4
Brad Lander,Scott M. Stringer,Adrienne E. Adams,skipped,skipped,1042
Brad Lander,Scott M. Stringer,Andrew M. Cuomo,Adrienne E. Adams,Jessica Ramos,40
Brad Lander,Scott M. Stringer,Andrew M. Cuomo,Adrienne E. Adams,Michael Blake,29
Brad Lander,Scott M. Stringer,Andrew M. Cuomo,Adrienne E. Adams,Paperboy Love Prince,9
Brad Lander,Scott M. Stringer,Andrew M. Cuomo,Adrienne E. Adams,Scott M. Stringer,1
Brad Lander,Scott M. Stringer,Andrew M. Cuomo,Adrienne E. Adams,Selma K. Bartholomew,6
