"precinct","rank1","rank2","rank3"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","skipped","skipped"
"MINNEAPOLIS W-3 P-03","skipped","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","writein"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Ginger Jentzen","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Steve Fletcher","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Ginger Jentzen","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","writein"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","skipped","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","writein","writein","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","skipped","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","writein"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Ginger Jentzen","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","writein"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Steve Fletcher","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","writein"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-03","skipped","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","skipped","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","skipped","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Steve Fletcher","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Tim Bildsoe","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","skipped","skipped"
"MINNEAPOLIS W-3 P-03","skipped","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Ginger Jentzen","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Ginger Jentzen","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","writein","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","writein"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Ginger Jentzen","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","Ginger Jentzen"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-03","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-03","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-03","Samantha Pree-Stinson","skipped","skipped"
"MINNEAPOLIS W-3 P-03","Steve Fletcher","Ginger Jentzen","skipped"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Samantha Pree-Stinson","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Samantha Pree-Stinson","writein","writein"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Samantha Pree-Stinson","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Ginger Jentzen","Ginger Jentzen"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Samantha Pree-Stinson","Ginger Jentzen"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Tim Bildsoe","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Ginger Jentzen","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","writein","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Ginger Jentzen","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Samantha Pree-Stinson","Tim Bildsoe","Ginger Jentzen"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","writein"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Ginger Jentzen","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","skipped","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Ginger Jentzen","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Samantha Pree-Stinson","Ginger Jentzen","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Samantha Pree-Stinson","Ginger Jentzen","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-02","skipped","skipped","skipped"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Ginger Jentzen","Tim Bildsoe"
"MINNEAPOLIS W-3 P-02","Tim Bildsoe","Steve Fletcher","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","Steve Fletcher"
"MINNEAPOLIS W-3 P-02","Steve Fletcher","Tim Bildsoe","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Samantha Pree-Stinson","Tim Bildsoe","skipped"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Steve Fletcher","Samantha Pree-Stinson"
"MINNEAPOLIS W-3 P-02","Ginger Jentzen","Samantha Pree-Stinson","skipped"
