"CVR","Precinct","AD","ED","rank1","rank2","rank3","rank4","rank5"
152909,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152910,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152911,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152912,"AD: 58 ED: 012",58,12,"Darlene Mealy","skipped","skipped","skipped","skipped"
152913,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
152914,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152915,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152916,"AD: 55 ED: 051",55,51,"Jammel Thompson","Jammel Thompson","Jammel Thompson","Jammel Thompson","Jammel Thompson"
152917,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152918,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
152919,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152920,"AD: 55 ED: 051",55,51,"Dante Arnwine","Jamell Henderson","skipped","skipped","skipped"
152921,"AD: 58 ED: 013",58,13,"Darlene Mealy","Bianca Cunningham","skipped","skipped","skipped"
152922,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152923,"AD: 58 ED: 013",58,13,"Jammel Thompson","skipped","skipped","skipped","skipped"
152924,"AD: 58 ED: 015",58,15,"Dante Arnwine","Lawman Lynch","skipped","skipped","skipped"
152925,"AD: 58 ED: 013",58,13,"Jammel Thompson","skipped","skipped","skipped","skipped"
152926,"AD: 58 ED: 015",58,15,"Darlene Mealy","Jammel Thompson","Lawman Lynch","Eli Brown","Jamell Henderson"
152927,"AD: 58 ED: 015",58,15,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
152928,"AD: 55 ED: 051",55,51,"Bianca Cunningham","skipped","skipped","skipped","skipped"
152929,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
152930,"AD: 58 ED: 015",58,15,"Dante Arnwine","skipped","skipped","skipped","skipped"
152931,"AD: 58 ED: 013",58,13,"Dante Arnwine","skipped","skipped","skipped","skipped"
152932,"AD: 58 ED: 013",58,13,"Jamell Henderson","skipped","skipped","skipped","skipped"
152933,"AD: 58 ED: 015",58,15,"Jammel Thompson","Eli Brown","Clifton A. Hinton","Jamell Henderson","Bianca Cunningham"
152934,"AD: 58 ED: 013",58,13,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
152935,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152936,"AD: 58 ED: 013",58,13,"Darlene Mealy","Jammel Thompson","Jamell Henderson","Bianca Cunningham","Dante Arnwine"
152937,"AD: 58 ED: 013",58,13,"Lawman Lynch","skipped","skipped","skipped","skipped"
152938,"AD: 58 ED: 015",58,15,"Lawman Lynch","Jammel Thompson","Dante Arnwine","skipped","skipped"
152939,"AD: 58 ED: 012",58,12,"Darlene Mealy","skipped","skipped","skipped","skipped"
152940,"AD: 55 ED: 051",55,51,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
152941,"AD: 55 ED: 051",55,51,"Lawman Lynch","Jammel Thompson","Jamell Henderson","Dante Arnwine","skipped"
152942,"AD: 55 ED: 051",55,51,"Darlene Mealy","Bianca Cunningham","Lawman Lynch","Jammel Thompson","Dante Arnwine"
152943,"AD: 58 ED: 013",58,13,"Dante Arnwine","Bianca Cunningham","Darlene Mealy","skipped","skipped"
152944,"AD: 58 ED: 015",58,15,"Jamell Henderson","Darlene Mealy","Dante Arnwine","skipped","skipped"
152945,"AD: 58 ED: 013",58,13,"Jammel Thompson","Jamell Henderson","Eli Brown","Bianca Cunningham","Clifton A. Hinton"
152947,"AD: 58 ED: 015",58,15,"Darlene Mealy","Bianca Cunningham","Jammel Thompson","skipped","skipped"
152948,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152949,"AD: 58 ED: 013",58,13,"Write-in","Write-in","Write-in","Write-in","Darlene Mealy"
152950,"AD: 55 ED: 051",55,51,"Darlene Mealy","Lawman Lynch","Jamell Henderson","skipped","skipped"
152951,"AD: 58 ED: 015",58,15,"Darlene Mealy","Lawman Lynch","skipped","Jammel Thompson","skipped"
152952,"AD: 55 ED: 051",55,51,"Darlene Mealy","Bianca Cunningham","Dante Arnwine","Jamell Henderson","Jammel Thompson"
152953,"AD: 58 ED: 013",58,13,"Jamell Henderson","skipped","skipped","skipped","skipped"
152954,"AD: 58 ED: 013",58,13,"Jammel Thompson","Lawman Lynch","Jamell Henderson","Eli Brown","Clifton A. Hinton"
152955,"AD: 58 ED: 015",58,15,"Darlene Mealy","Lawman Lynch","Bianca Cunningham","Jamell Henderson","skipped"
152956,"AD: 58 ED: 015",58,15,"Jammel Thompson","Darlene Mealy","Jamell Henderson","Lawman Lynch","Eli Brown"
152957,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152959,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152960,"AD: 55 ED: 051",55,51,"Darlene Mealy","Jammel Thompson","Jamell Henderson","skipped","skipped"
152961,"AD: 58 ED: 013",58,13,"Jammel Thompson","skipped","skipped","skipped","skipped"
152962,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152964,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152965,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
152966,"AD: 55 ED: 051",55,51,"Jamell Henderson","Jammel Thompson","Eli Brown","Lawman Lynch","Bianca Cunningham"
152967,"AD: 58 ED: 013",58,13,"Bianca Cunningham","Jamell Henderson","Jammel Thompson","skipped","skipped"
152968,"AD: 58 ED: 015",58,15,"Lawman Lynch","Darlene Mealy","skipped","skipped","skipped"
152969,"AD: 58 ED: 013",58,13,"skipped","Eli Brown","skipped","skipped","skipped"
152970,"AD: 55 ED: 051",55,51,"Lawman Lynch","skipped","skipped","skipped","skipped"
152971,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
152972,"AD: 58 ED: 015",58,15,"Lawman Lynch","Clifton A. Hinton","Jamell Henderson","Jammel Thompson","Bianca Cunningham"
152973,"AD: 55 ED: 051",55,51,"Darlene Mealy","Eli Brown","Bianca Cunningham","Jamell Henderson","Lawman Lynch"
152974,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Dante Arnwine","Lawman Lynch","Jammel Thompson","Jamell Henderson"
152975,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152976,"AD: 58 ED: 012",58,12,"Lawman Lynch","skipped","skipped","skipped","skipped"
152977,"AD: 58 ED: 013",58,13,"Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy","Darlene Mealy"
152978,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","Eli Brown","skipped"
152979,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152980,"AD: 58 ED: 012",58,12,"Clifton A. Hinton","Eli Brown","Jamell Henderson","Darlene Mealy","Dante Arnwine"
152981,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Lawman Lynch","Jamell Henderson","Eli Brown","Clifton A. Hinton"
152982,"AD: 55 ED: 051",55,51,"Jammel Thompson","Lawman Lynch","Jamell Henderson","Eli Brown","Clifton A. Hinton"
152983,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Jammel Thompson","Jamell Henderson","Dante Arnwine","Lawman Lynch"
152984,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152985,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152986,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152987,"AD: 58 ED: 012",58,12,"Clifton A. Hinton","skipped","skipped","skipped","skipped"
152988,"AD: 58 ED: 012",58,12,"Darlene Mealy","Clifton A. Hinton","Jammel Thompson","Jamell Henderson","Dante Arnwine"
152989,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152990,"AD: 58 ED: 012",58,12,"Bianca Cunningham","skipped","skipped","skipped","skipped"
152991,"AD: 58 ED: 015",58,15,"overvote","Eli Brown","Bianca Cunningham","Darlene Mealy","overvote"
152992,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152993,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152994,"AD: 58 ED: 012",58,12,"Darlene Mealy","Eli Brown","skipped","skipped","skipped"
152995,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
152996,"AD: 55 ED: 051",55,51,"Darlene Mealy","Bianca Cunningham","skipped","skipped","skipped"
152997,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
152998,"AD: 55 ED: 051",55,51,"Darlene Mealy","Lawman Lynch","Bianca Cunningham","skipped","skipped"
152999,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Lawman Lynch","skipped","skipped","skipped"
153000,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153001,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153002,"AD: 58 ED: 013",58,13,"Jammel Thompson","skipped","skipped","skipped","skipped"
153003,"AD: 58 ED: 012",58,12,"Lawman Lynch","skipped","skipped","skipped","skipped"
153004,"AD: 58 ED: 013",58,13,"Jamell Henderson","Lawman Lynch","Darlene Mealy","Bianca Cunningham","Eli Brown"
153005,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153006,"AD: 58 ED: 012",58,12,"Darlene Mealy","Jammel Thompson","Dante Arnwine","Jamell Henderson","Eli Brown"
153007,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153008,"AD: 58 ED: 012",58,12,"Darlene Mealy","Bianca Cunningham","Jamell Henderson","skipped","Dante Arnwine"
153009,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153010,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Lawman Lynch","Jammel Thompson","Jamell Henderson","Eli Brown"
153011,"AD: 58 ED: 013",58,13,"Darlene Mealy","Lawman Lynch","Clifton A. Hinton","Jamell Henderson","Jammel Thompson"
153012,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153015,"AD: 58 ED: 012",58,12,"Darlene Mealy","skipped","skipped","skipped","skipped"
153016,"AD: 58 ED: 012",58,12,"Dante Arnwine","skipped","skipped","skipped","skipped"
153017,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153018,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153019,"AD: 55 ED: 051",55,51,"Jammel Thompson","skipped","skipped","skipped","skipped"
153021,"AD: 58 ED: 015",58,15,"Bianca Cunningham","skipped","skipped","skipped","skipped"
153022,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153023,"AD: 58 ED: 013",58,13,"Darlene Mealy","Bianca Cunningham","skipped","skipped","skipped"
153024,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Dante Arnwine","Jammel Thompson","Eli Brown","Jamell Henderson"
153025,"AD: 58 ED: 012",58,12,"Lawman Lynch","Dante Arnwine","Darlene Mealy","Bianca Cunningham","Jamell Henderson"
153026,"AD: 58 ED: 013",58,13,"Bianca Cunningham","Darlene Mealy","Jamell Henderson","Jammel Thompson","Clifton A. Hinton"
153027,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153028,"AD: 58 ED: 013",58,13,"Bianca Cunningham","skipped","skipped","skipped","skipped"
153029,"AD: 58 ED: 013",58,13,"Jammel Thompson","Bianca Cunningham","Dante Arnwine","Jamell Henderson","Darlene Mealy"
153030,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Dante Arnwine","Darlene Mealy","skipped","skipped"
153031,"AD: 58 ED: 013",58,13,"Lawman Lynch","Dante Arnwine","Jammel Thompson","skipped","skipped"
153032,"AD: 58 ED: 013",58,13,"Clifton A. Hinton","skipped","skipped","skipped","skipped"
153033,"AD: 58 ED: 013",58,13,"Bianca Cunningham","skipped","skipped","skipped","skipped"
153034,"AD: 55 ED: 051",55,51,"Darlene Mealy","Bianca Cunningham","Lawman Lynch","skipped","skipped"
153035,"AD: 58 ED: 013",58,13,"Bianca Cunningham","skipped","skipped","skipped","skipped"
153036,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153037,"AD: 58 ED: 015",58,15,"Bianca Cunningham","Lawman Lynch","skipped","skipped","skipped"
153038,"AD: 58 ED: 013",58,13,"Darlene Mealy","Jammel Thompson","Dante Arnwine","skipped","skipped"
153039,"AD: 58 ED: 013",58,13,"Bianca Cunningham","skipped","skipped","skipped","skipped"
153040,"AD: 58 ED: 012",58,12,"Bianca Cunningham","skipped","skipped","skipped","skipped"
153041,"AD: 58 ED: 015",58,15,"Darlene Mealy","Clifton A. Hinton","Lawman Lynch","skipped","skipped"
153042,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","skipped","skipped"
153043,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153044,"AD: 58 ED: 015",58,15,"Lawman Lynch","Darlene Mealy","Eli Brown","Jamell Henderson","Bianca Cunningham"
153045,"AD: 58 ED: 015",58,15,"Bianca Cunningham","Lawman Lynch","Jammel Thompson","Eli Brown","Dante Arnwine"
153046,"AD: 55 ED: 051",55,51,"Darlene Mealy","Bianca Cunningham","Dante Arnwine","Lawman Lynch","skipped"
153047,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153048,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153049,"AD: 58 ED: 013",58,13,"Lawman Lynch","Jammel Thompson","Darlene Mealy","Bianca Cunningham","Dante Arnwine"
153050,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153051,"AD: 58 ED: 013",58,13,"Darlene Mealy","Jammel Thompson","Bianca Cunningham","skipped","skipped"
153052,"AD: 58 ED: 012",58,12,"Lawman Lynch","Bianca Cunningham","Jammel Thompson","Jamell Henderson","Dante Arnwine"
153054,"AD: 55 ED: 051",55,51,"skipped","skipped","Jamell Henderson","skipped","skipped"
153055,"AD: 55 ED: 051",55,51,"Jammel Thompson","Jamell Henderson","skipped","skipped","skipped"
153056,"AD: 55 ED: 051",55,51,"Lawman Lynch","Darlene Mealy","Bianca Cunningham","skipped","skipped"
153057,"AD: 58 ED: 012",58,12,"Darlene Mealy","Jammel Thompson","Bianca Cunningham","skipped","skipped"
153058,"AD: 58 ED: 013",58,13,"Darlene Mealy","Dante Arnwine","Bianca Cunningham","Lawman Lynch","Jamell Henderson"
153059,"AD: 58 ED: 013",58,13,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
153060,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153061,"AD: 58 ED: 012",58,12,"Eli Brown","skipped","skipped","skipped","skipped"
153062,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153063,"AD: 58 ED: 013",58,13,"Jammel Thompson","Eli Brown","Darlene Mealy","Dante Arnwine","Lawman Lynch"
153064,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153065,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153066,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153067,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153068,"AD: 58 ED: 013",58,13,"Bianca Cunningham","Eli Brown","Jamell Henderson","Dante Arnwine","Clifton A. Hinton"
153069,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153070,"AD: 58 ED: 013",58,13,"Darlene Mealy","Lawman Lynch","skipped","skipped","skipped"
153071,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153072,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153073,"AD: 58 ED: 013",58,13,"Darlene Mealy","Dante Arnwine","Lawman Lynch","Jammel Thompson","Clifton A. Hinton"
153074,"AD: 58 ED: 015",58,15,"Darlene Mealy","Jammel Thompson","Dante Arnwine","Lawman Lynch","Jamell Henderson"
153075,"AD: 55 ED: 051",55,51,"Bianca Cunningham","skipped","skipped","skipped","skipped"
153076,"AD: 58 ED: 013",58,13,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
153078,"AD: 58 ED: 012",58,12,"Dante Arnwine","Write-in","skipped","skipped","skipped"
153079,"AD: 58 ED: 012",58,12,"Darlene Mealy","skipped","skipped","skipped","skipped"
153507,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153508,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153509,"AD: 58 ED: 013",58,13,"Dante Arnwine","skipped","skipped","skipped","skipped"
153510,"AD: 55 ED: 051",55,51,"Clifton A. Hinton","Dante Arnwine","Lawman Lynch","Jammel Thompson","Darlene Mealy"
153511,"AD: 55 ED: 051",55,51,"Darlene Mealy","Jammel Thompson","skipped","skipped","skipped"
153512,"AD: 58 ED: 012",58,12,"Lawman Lynch","Bianca Cunningham","Clifton A. Hinton","Darlene Mealy","Eli Brown"
153513,"AD: 58 ED: 013",58,13,"Darlene Mealy","Bianca Cunningham","Lawman Lynch","Jammel Thompson","Dante Arnwine"
153514,"AD: 55 ED: 051",55,51,"Darlene Mealy","Jamell Henderson","Jammel Thompson","skipped","skipped"
153515,"AD: 58 ED: 013",58,13,"Bianca Cunningham","Lawman Lynch","Dante Arnwine","Jammel Thompson","Jamell Henderson"
153516,"AD: 58 ED: 015",58,15,"Lawman Lynch","Bianca Cunningham","Dante Arnwine","skipped","skipped"
153517,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153518,"AD: 58 ED: 012",58,12,"Darlene Mealy","Bianca Cunningham","Dante Arnwine","Jamell Henderson","Eli Brown"
153519,"AD: 58 ED: 012",58,12,"Darlene Mealy","skipped","skipped","skipped","skipped"
153520,"AD: 58 ED: 012",58,12,"Lawman Lynch","Darlene Mealy","Dante Arnwine","Jammel Thompson","Eli Brown"
153521,"AD: 55 ED: 051",55,51,"Bianca Cunningham","skipped","skipped","skipped","skipped"
153522,"AD: 58 ED: 012",58,12,"Darlene Mealy","skipped","skipped","skipped","skipped"
153523,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","Eli Brown","skipped"
153524,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Jamell Henderson","Dante Arnwine","Eli Brown","skipped"
153525,"AD: 58 ED: 015",58,15,"skipped","skipped","Darlene Mealy","skipped","skipped"
153526,"AD: 58 ED: 013",58,13,"Bianca Cunningham","Dante Arnwine","skipped","skipped","skipped"
153528,"AD: 58 ED: 015",58,15,"Lawman Lynch","Bianca Cunningham","Dante Arnwine","Jammel Thompson","skipped"
153529,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153530,"AD: 58 ED: 012",58,12,"Darlene Mealy","Lawman Lynch","Bianca Cunningham","skipped","skipped"
153531,"AD: 58 ED: 013",58,13,"Lawman Lynch","Eli Brown","Bianca Cunningham","Dante Arnwine","Jammel Thompson"
153532,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153533,"AD: 58 ED: 015",58,15,"Jammel Thompson","skipped","skipped","skipped","skipped"
153534,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153535,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153536,"AD: 58 ED: 012",58,12,"Lawman Lynch","Darlene Mealy","Jammel Thompson","Clifton A. Hinton","Jamell Henderson"
153537,"AD: 58 ED: 012",58,12,"Bianca Cunningham","Lawman Lynch","Jammel Thompson","Jamell Henderson","Eli Brown"
153538,"AD: 55 ED: 051",55,51,"Dante Arnwine","Bianca Cunningham","skipped","skipped","skipped"
153540,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153541,"AD: 58 ED: 013",58,13,"Jamell Henderson","Jammel Thompson","Bianca Cunningham","Clifton A. Hinton","Eli Brown"
153542,"AD: 58 ED: 015",58,15,"Jamell Henderson","Eli Brown","skipped","skipped","skipped"
153543,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153544,"AD: 58 ED: 013",58,13,"Lawman Lynch","skipped","skipped","skipped","skipped"
153545,"AD: 58 ED: 012",58,12,"Darlene Mealy","Bianca Cunningham","Jammel Thompson","Jamell Henderson","Eli Brown"
153546,"AD: 58 ED: 013",58,13,"Darlene Mealy","skipped","skipped","skipped","skipped"
153547,"AD: 58 ED: 015",58,15,"Darlene Mealy","skipped","skipped","skipped","skipped"
153548,"AD: 58 ED: 013",58,13,"Lawman Lynch","Bianca Cunningham","Dante Arnwine","Jammel Thompson","Clifton A. Hinton"
153549,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Eli Brown","Clifton A. Hinton","Jammel Thompson","Darlene Mealy"
153551,"AD: 58 ED: 012",58,12,"Lawman Lynch","skipped","skipped","skipped","skipped"
153552,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153553,"AD: 55 ED: 051",55,51,"Darlene Mealy","skipped","skipped","skipped","skipped"
153554,"AD: 55 ED: 051",55,51,"Lawman Lynch","Bianca Cunningham","Jammel Thompson","Darlene Mealy","Jamell Henderson"
153555,"AD: 55 ED: 051",55,51,"Bianca Cunningham","Lawman Lynch","Dante Arnwine","Jammel Thompson","skipped"
