"precincts","tally_type","ballotID","rank1","rank2","rank3"
"3226","VBM / EV - 400c 1st Cut",54060,"MICHELA ALIOTO-PIER","ED LEE","skipped"
"3928/3929","VBM / EV - 400c 1st Cut",54061,"MICHELA ALIOTO-PIER","MICHELA ALIOTO-PIER","MICHELA ALIOTO-PIER"
"3921","VBM / EV - 400c 1st Cut",54062,"MICHELA ALIOTO-PIER","LELAND YEE","JOANNA REES"
"3927","VBM / EV - 400c 1st Cut",54063,"ED LEE","JEFF ADACHI","DAVID CHIU"
"2411/2402","VBM / EV - 400c 1st Cut",54064,"LELAND YEE","ED LEE","WILMA PANG"
"3652","VBM / EV - 400c 1st Cut",54065,"TONY HALL","ED LEE","skipped"
"3649/3644","VBM / EV - 400c 1st Cut",54066,"ED LEE","DAVID CHIU","JEFF ADACHI"
"3328/3337","VBM / EV - 400c 1st Cut",54067,"LELAND YEE","DAVID CHIU","ED LEE"
"2411/2402","VBM / EV - 400c 1st Cut",54068,"ED LEE","skipped","skipped"
"3317/3307","VBM / EV - 400c 1st Cut",54069,"ED LEE","JEFF ADACHI","DAVID CHIU"
"2733/2749","VBM / EV - 400c 1st Cut",54070,"JEFF ADACHI","MICHELA ALIOTO-PIER","DAVID CHIU"
"3326","VBM / EV - 400c 1st Cut",54071,"ED LEE","DAVID CHIU","JEFF ADACHI"
"3328/3337","VBM / EV - 400c 1st Cut",54072,"ED LEE","LELAND YEE","DAVID CHIU"
"2121/2137","VBM / EV - 400c 1st Cut",54073,"ED LEE","LELAND YEE","JEFF ADACHI"
"1147","VBM / EV - 400c 1st Cut",54074,"ED LEE","WILMA PANG","PHIL TING"
"3552/3549","VBM / EV - 400c 1st Cut",54075,"LELAND YEE","MICHELA ALIOTO-PIER","ED LEE"
"3312","VBM / EV - 400c 1st Cut",54076,"ED LEE","skipped","skipped"
"3345/3339","VBM / EV - 400c 1st Cut",54077,"DENNIS HERRERA","skipped","skipped"
"3846/3853","VBM / EV - 400c 1st Cut",54078,"ED LEE","BEVAN DUFTY","JEFF ADACHI"
"2016/2017","VBM / EV - 400c 1st Cut",54079,"DENNIS HERRERA","JEFF ADACHI","BEVAN DUFTY"
"1123/1122","VBM / EV - 400c 1st Cut",54080,"DENNIS HERRERA","JEFF ADACHI","TONY HALL"
"3239","VBM / EV - 400c 1st Cut",54081,"DAVID CHIU","JEFF ADACHI","ED LEE"
"3509/3508","VBM / EV - 400c 1st Cut",54082,"JOHN AVALOS","DENNIS HERRERA","JEFF ADACHI"
"2411/2402","VBM / EV - 400c 1st Cut",54083,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"2207/2213","VBM / EV - 400c 1st Cut",54084,"DENNIS HERRERA","BEVAN DUFTY","MICHELA ALIOTO-PIER"
"2722/2726","VBM / EV - 400c 1st Cut",54085,"ED LEE","JEFF ADACHI","LELAND YEE"
"3312","VBM / EV - 400c 1st Cut",54086,"ED LEE","DAVID CHIU","PHIL TING"
"3529/3531","VBM / EV - 400c 1st Cut",54087,"JEFF ADACHI","DENNIS HERRERA","skipped"
"2218","VBM / EV - 400c 1st Cut",54088,"DENNIS HERRERA","BEVAN DUFTY","DAVID CHIU"
"3817","VBM / EV - 400c 1st Cut",54089,"BEVAN DUFTY","PHIL TING","LELAND YEE"
"3932/3933","VBM / EV - 400c 1st Cut",54090,"DAVID CHIU","ED LEE","JEFF ADACHI"
"1146","VBM / EV - 400c 1st Cut",54091,"ED LEE","DAVID CHIU","LELAND YEE"
"3826","VBM / EV - 400c 1st Cut",54092,"DENNIS HERRERA","JOANNA REES","MICHELA ALIOTO-PIER"
"3917","VBM / EV - 400c 1st Cut",54093,"BEVAN DUFTY","JOHN AVALOS","ED LEE"
"2005/2002","VBM / EV - 400c 1st Cut",54094,"BEVAN DUFTY","DAVID CHIU","MICHELA ALIOTO-PIER"
"3637/3620","VBM / EV - 400c 1st Cut",54095,"ED LEE","DAVID CHIU","PHIL TING"
"3024","VBM / EV - 400c 1st Cut",54096,"JOANNA REES","JOANNA REES","JOANNA REES"
"2141/2142","VBM / EV - 400c 1st Cut",54097,"TONY HALL","MICHELA ALIOTO-PIER","ED LEE"
"3326","VBM / EV - 400c 1st Cut",54098,"LELAND YEE","WILMA PANG","PHIL TING"
"3349/3351","VBM / EV - 400c 1st Cut",54099,"BEVAN DUFTY","DENNIS HERRERA","ED LEE"
"2147","VBM / EV - 400c 1st Cut",54100,"BEVAN DUFTY","ED LEE","JEFF ADACHI"
"3818","VBM / EV - 400c 1st Cut",54101,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3316","VBM / EV - 400c 1st Cut",54102,"ED LEE","DAVID CHIU","WILMA PANG"
"3200","VBM / EV - 400c 1st Cut",54103,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3029","VBM / EV - 400c 1st Cut",54104,"ED LEE","LELAND YEE","PHIL TING"
"3911","VBM / EV - 400c 1st Cut",54105,"ED LEE","BEVAN DUFTY","DENNIS HERRERA"
"3328/3337","VBM / EV - 400c 1st Cut",54106,"ED LEE","LELAND YEE","JOANNA REES"
"3316","VBM / EV - 400c 1st Cut",54107,"TONY HALL","DENNIS HERRERA","BEVAN DUFTY"
"3547/3546","VBM / EV - 400c 1st Cut",54108,"BEVAN DUFTY","JEFF ADACHI","DENNIS HERRERA"
"2001","VBM / EV - 400c 1st Cut",54109,"ED LEE","DAVID CHIU","PHIL TING"
"3004/3006","VBM / EV - 400c 1st Cut",54110,"ED LEE","skipped","skipped"
"1137","VBM / EV - 400c 1st Cut",54111,"ED LEE","PHIL TING","DAVID CHIU"
"2103/2104","VBM / EV - 400c 1st Cut",54112,"DAVID CHIU","ED LEE","PHIL TING"
"2431/2432","VBM / EV - 400c 1st Cut",54113,"ED LEE","DAVID CHIU","MICHELA ALIOTO-PIER"
"3852","VBM / EV - 400c 1st Cut",54114,"JOHN AVALOS","DENNIS HERRERA","DENNIS HERRERA"
"3217","VBM / EV - 400c 1st Cut",54115,"JOHN AVALOS","MICHELA ALIOTO-PIER","JEFF ADACHI"
"3303/3304","VBM / EV - 400c 1st Cut",54116,"DAVID CHIU","ED LEE","PHIL TING"
"3528","VBM / EV - 400c 1st Cut",54117,"ED LEE","DAVID CHIU","PHIL TING"
"2429/2418","VBM / EV - 400c 1st Cut",54118,"LELAND YEE","ED LEE","DAVID CHIU"
"2448/2441","VBM / EV - 400c 1st Cut",54119,"TERRY JOAN BAUM","skipped","skipped"
"3324/3325","VBM / EV - 400c 1st Cut",54120,"PAUL CURRIER","TERRY JOAN BAUM","BEVAN DUFTY"
"2718/2711","VBM / EV - 400c 1st Cut",54121,"ED LEE","skipped","skipped"
"3821/3819","VBM / EV - 400c 1st Cut",54122,"JOHN AVALOS","skipped","skipped"
"3007","VBM / EV - 400c 1st Cut",54123,"DENNIS HERRERA","JOHN AVALOS","skipped"
"1112/1111","VBM / EV - 400c 1st Cut",54124,"ED LEE","JEFF ADACHI","DAVID CHIU"
"3317/3307","VBM / EV - 400c 1st Cut",54125,"JOHN AVALOS","BEVAN DUFTY","JEFF ADACHI"
"3543","VBM / EV - 400c 1st Cut",54126,"DENNIS HERRERA","BEVAN DUFTY","JOHN AVALOS"
"3506","VBM / EV - 400c 1st Cut",54127,"JEFF ADACHI","skipped","skipped"
"2437","VBM / EV - 400c 1st Cut",54128,"ED LEE","skipped","skipped"
"3238/3237","VBM / EV - 400c 1st Cut",54129,"JEFF ADACHI","TONY HALL","MICHELA ALIOTO-PIER"
"2411/2402","VBM / EV - 400c 1st Cut",54130,"ED LEE","PHIL TING","WILMA PANG"
"3803/3804","VBM / EV - 400c 1st Cut",54131,"DENNIS HERRERA","JOHN AVALOS","ED LEE"
"2511/2508","VBM / EV - 400c 1st Cut",54132,"DENNIS HERRERA","PHIL TING","JEFF ADACHI"
"2436","VBM / EV - 400c 1st Cut",54133,"TONY HALL","LELAND YEE","MICHELA ALIOTO-PIER"
"1109/1103","VBM / EV - 400c 1st Cut",54134,"ED LEE","skipped","skipped"
"2703","VBM / EV - 400c 1st Cut",54135,"DENNIS HERRERA","DENNIS HERRERA","DENNIS HERRERA"
"2706","VBM / EV - 400c 1st Cut",54136,"ED LEE","skipped","skipped"
"2759","VBM / EV - 400c 1st Cut",54137,"MICHELA ALIOTO-PIER","BEVAN DUFTY","TONY HALL"
"2715","VBM / EV - 400c 1st Cut",54138,"ED LEE","DENNIS HERRERA","DAVID CHIU"
"3302/3306","VBM / EV - 400c 1st Cut",54139,"ED LEE","BEVAN DUFTY","DENNIS HERRERA"
"2124","VBM / EV - 400c 1st Cut",54140,"LELAND YEE","ED LEE","skipped"
"3336/3344","VBM / EV - 400c 1st Cut",54141,"LELAND YEE","JOANNA REES","TERRY JOAN BAUM"
"3529/3531","VBM / EV - 400c 1st Cut",54142,"BEVAN DUFTY","TERRY JOAN BAUM","MICHELA ALIOTO-PIER"
"3303/3304","VBM / EV - 400c 1st Cut",54143,"DAVID CHIU","JOHN AVALOS","DENNIS HERRERA"
"3802","VBM / EV - 400c 1st Cut",54144,"BEVAN DUFTY","DENNIS HERRERA","CESAR ASCARRUNZ"
"2421/2419","VBM / EV - 400c 1st Cut",54145,"ED LEE","TONY HALL","WILMA PANG"
"1101/1104","VBM / EV - 400c 1st Cut",54146,"LELAND YEE","MICHELA ALIOTO-PIER","DENNIS HERRERA"
"3603","VBM / EV - 400c 1st Cut",54147,"ED LEE","JOHN AVALOS","BEVAN DUFTY"
"3242","VBM / EV - 400c 1st Cut",54148,"ED LEE","DAVID CHIU","JEFF ADACHI"
"3634/3633","VBM / EV - 400c 1st Cut",54149,"TONY HALL","MICHELA ALIOTO-PIER","ED LEE"
"1137","VBM / EV - 400c 1st Cut",54150,"ED LEE","JOANNA REES","JEFF ADACHI"
"3348","VBM / EV - 400c 1st Cut",54151,"DENNIS HERRERA","skipped","skipped"
"1143/1144","VBM / EV - 400c 1st Cut",54152,"ED LEE","LELAND YEE","LELAND YEE"
"2436","VBM / EV - 400c 1st Cut",54153,"LELAND YEE","LELAND YEE","LELAND YEE"
"1132","VBM / EV - 400c 1st Cut",54154,"ED LEE","JEFF ADACHI","DAVID CHIU"
"3823/3822","VBM / EV - 400c 1st Cut",54155,"DENNIS HERRERA","BEVAN DUFTY","JEFF ADACHI"
"3925","VBM / EV - 400c 1st Cut",54156,"DAVID CHIU","JOHN AVALOS","DENNIS HERRERA"
"3301","VBM / EV - 400c 1st Cut",54157,"DENNIS HERRERA","DENNIS HERRERA","DENNIS HERRERA"
"3505","VBM / EV - 400c 1st Cut",54158,"DAVID CHIU","JEFF ADACHI","LELAND YEE"
"3305","VBM / EV - 400c 1st Cut",54159,"ED LEE","MICHELA ALIOTO-PIER","LELAND YEE"
"3507","VBM / EV - 400c 1st Cut",54160,"JOHN AVALOS","BEVAN DUFTY","LELAND YEE"
"3902","VBM / EV - 400c 1st Cut",54161,"ED LEE","ED LEE","ED LEE"
"2442/2443","VBM / EV - 400c 1st Cut",54162,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"3552/3549","VBM / EV - 400c 1st Cut",54163,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3658","VBM / EV - 400c 1st Cut",54164,"DAVID CHIU","JOHN AVALOS","DENNIS HERRERA"
"3807","VBM / EV - 400c 1st Cut",54165,"MICHELA ALIOTO-PIER","ED LEE","LELAND YEE"
"2202","VBM / EV - 400c 1st Cut",54166,"TONY HALL","ED LEE","CESAR ASCARRUNZ"
"2715","VBM / EV - 400c 1st Cut",54167,"DAVID CHIU","ED LEE","LELAND YEE"
"1123/1122","VBM / EV - 400c 1st Cut",54168,"ED LEE","JEFF ADACHI","skipped"
"3534/3548","VBM / EV - 400c 1st Cut",54169,"MICHELA ALIOTO-PIER","JOANNA REES","DENNIS HERRERA"
"3316","VBM / EV - 400c 1st Cut",54170,"LELAND YEE","WILMA PANG","ED LEE"
"3318/3319","VBM / EV - 400c 1st Cut",54171,"ED LEE","skipped","skipped"
"3614/3613","VBM / EV - 400c 1st Cut",54172,"MICHELA ALIOTO-PIER","MICHELA ALIOTO-PIER","MICHELA ALIOTO-PIER"
"2406","VBM / EV - 400c 1st Cut",54173,"JEFF ADACHI","ED LEE","LELAND YEE"
"3002","VBM / EV - 400c 1st Cut",54174,"DENNIS HERRERA","BEVAN DUFTY","LELAND YEE"
"3854/3858","VBM / EV - 400c 1st Cut",54175,"JOANNA REES","ED LEE","TONY HALL"
"2414","VBM / EV - 400c 1st Cut",54176,"ED LEE","PHIL TING","JEFF ADACHI"
"3928/3929","VBM / EV - 400c 1st Cut",54177,"BEVAN DUFTY","MICHELA ALIOTO-PIER","ED LEE"
"2016/2017","VBM / EV - 400c 1st Cut",54178,"ED LEE","skipped","skipped"
"3614/3613","VBM / EV - 400c 1st Cut",54179,"JOHN AVALOS","MICHELA ALIOTO-PIER","JOANNA REES"
"3008/3010","VBM / EV - 400c 1st Cut",54180,"ED LEE","DENNIS HERRERA","BEVAN DUFTY"
"2005/2002","VBM / EV - 400c 1st Cut",54181,"ED LEE","WILMA PANG","PHIL TING"
"2904/2903","VBM / EV - 400c 1st Cut",54182,"ED LEE","skipped","skipped"
"3931","VBM / EV - 400c 1st Cut",54183,"JOHN AVALOS","skipped","skipped"
"3200","VBM / EV - 400c 1st Cut",54184,"LELAND YEE","JOHN AVALOS","DAVID CHIU"
"3028","VBM / EV - 400c 1st Cut",54185,"ED LEE","DAVID CHIU","WILMA PANG"
"3656","VBM / EV - 400c 1st Cut",54186,"DAVID CHIU","BEVAN DUFTY","DENNIS HERRERA"
"3846/3853","VBM / EV - 400c 1st Cut",54187,"MICHELA ALIOTO-PIER","TONY HALL","BEVAN DUFTY"
"3213/3210","VBM / EV - 400c 1st Cut",54188,"ED LEE","MICHELA ALIOTO-PIER","DENNIS HERRERA"
"3201","VBM / EV - 400c 1st Cut",54189,"JOANNA REES","ED LEE","DENNIS HERRERA"
"3236/3232","VBM / EV - 400c 1st Cut",54190,"JOHN AVALOS","skipped","skipped"
"3203/3204","VBM / EV - 400c 1st Cut",54191,"ED LEE","MICHELA ALIOTO-PIER","DAVID CHIU"
"3506","VBM / EV - 400c 1st Cut",54192,"ED LEE","DENNIS HERRERA","DAVID CHIU"
"2901/2905","VBM / EV - 400c 1st Cut",54193,"ED LEE","BEVAN DUFTY","JOHN AVALOS"
"3225","VBM / EV - 400c 1st Cut",54194,"MICHELA ALIOTO-PIER","DENNIS HERRERA","DAVID CHIU"
"2148/2149","VBM / EV - 400c 1st Cut",54195,"ED LEE","DAVID CHIU","LELAND YEE"
"2205/2206","VBM / EV - 400c 1st Cut",54196,"TONY HALL","JEFF ADACHI","MICHELA ALIOTO-PIER"
"3332/3331","VBM / EV - 400c 1st Cut",54197,"DAVID CHIU","DENNIS HERRERA","JOHN AVALOS"
"3643","VBM / EV - 400c 1st Cut",54198,"ED LEE","BEVAN DUFTY","DAVID CHIU"
"3821/3819","VBM / EV - 400c 1st Cut",54199,"DENNIS HERRERA","BEVAN DUFTY","ED LEE"
"3608","VBM / EV - 400c 1st Cut",54200,"DENNIS HERRERA","JOHN AVALOS","EMIL LAWRENCE"
"2426/2425","VBM / EV - 400c 1st Cut",54201,"LELAND YEE","ED LEE","DAVID CHIU"
"2449","VBM / EV - 400c 1st Cut",54202,"ED LEE","JEFF ADACHI","LELAND YEE"
"3601/3602","VBM / EV - 400c 1st Cut",54203,"ED LEE","TONY HALL","PHIL TING"
"3651/3611","VBM / EV - 400c 1st Cut",54204,"LELAND YEE","ED LEE","DAVID CHIU"
"1129/1131","VBM / EV - 400c 1st Cut",54205,"ED LEE","DAVID CHIU","WILMA PANG"
"3533/3532","VBM / EV - 400c 1st Cut",54206,"BEVAN DUFTY","ED LEE","DAVID CHIU"
"3214","VBM / EV - 400c 1st Cut",54207,"ED LEE","LELAND YEE","PHIL TING"
"2409/2401","VBM / EV - 400c 1st Cut",54208,"ED LEE","DAVID CHIU","LELAND YEE"
"3616","VBM / EV - 400c 1st Cut",54209,"BEVAN DUFTY","DENNIS HERRERA","DAVID CHIU"
"1146","VBM / EV - 400c 1st Cut",54210,"ED LEE","LELAND YEE","DAVID CHIU"
"2403","VBM / EV - 400c 1st Cut",54211,"DENNIS HERRERA","JOHN AVALOS","skipped"
"3813/3814","VBM / EV - 400c 1st Cut",54212,"DAVID CHIU","ED LEE","skipped"
"3657","VBM / EV - 400c 1st Cut",54213,"ED LEE","skipped","skipped"
"3601/3602","VBM / EV - 400c 1st Cut",54214,"BEVAN DUFTY","MICHELA ALIOTO-PIER","skipped"
"3648","VBM / EV - 400c 1st Cut",54215,"ED LEE","skipped","skipped"
"3001","VBM / EV - 400c 1st Cut",54216,"BEVAN DUFTY","DENNIS HERRERA","MICHELA ALIOTO-PIER"
"1137","VBM / EV - 400c 1st Cut",54217,"ED LEE","WILMA PANG","TERRY JOAN BAUM"
"2409/2401","VBM / EV - 400c 1st Cut",54218,"ED LEE","JOHN AVALOS","DAVID CHIU"
"3865/3868","VBM / EV - 400c 1st Cut",54219,"ED LEE","MICHELA ALIOTO-PIER","CESAR ASCARRUNZ"
"3818","VBM / EV - 400c 1st Cut",54220,"DAVID CHIU","ED LEE","skipped"
"1101/1104","VBM / EV - 400c 1st Cut",54221,"ED LEE","skipped","skipped"
"3236/3232","VBM / EV - 400c 1st Cut",54222,"JOANNA REES","MICHELA ALIOTO-PIER","TERRY JOAN BAUM"
"2014/2011","VBM / EV - 400c 1st Cut",54223,"ED LEE","DAVID CHIU","JEFF ADACHI"
"2144","VBM / EV - 400c 1st Cut",54224,"JEFF ADACHI","PHIL TING","TONY HALL"
"3643","VBM / EV - 400c 1st Cut",54225,"ED LEE","skipped","skipped"
"3637/3620","VBM / EV - 400c 1st Cut",54226,"DAVID CHIU","PHIL TING","WILMA PANG"
"3909","VBM / EV - 400c 1st Cut",54227,"JOHN AVALOS","JOHN AVALOS","JOHN AVALOS"
"2421/2419","VBM / EV - 400c 1st Cut",54228,"ED LEE","JEFF ADACHI","DAVID CHIU"
"3316","VBM / EV - 400c 1st Cut",54229,"LELAND YEE","DAVID CHIU","ED LEE"
"1107/1106","VBM / EV - 400c 1st Cut",54230,"JOHN AVALOS","DENNIS HERRERA","PAUL CURRIER"
"3019","VBM / EV - 400c 1st Cut",54231,"ED LEE","DENNIS HERRERA","BEVAN DUFTY"
"3658","VBM / EV - 400c 1st Cut",54232,"ED LEE","DAVID CHIU","JOANNA REES"
"2218","VBM / EV - 400c 1st Cut",54233,"JOHN AVALOS","TERRY JOAN BAUM","LELAND YEE"
"3335","VBM / EV - 400c 1st Cut",54234,"ED LEE","LELAND YEE","CESAR ASCARRUNZ"
"3627","VBM / EV - 400c 1st Cut",54235,"ED LEE","skipped","skipped"
"3826","VBM / EV - 400c 1st Cut",54236,"TONY HALL","JOANNA REES","ED LEE"
"2451/2445","VBM / EV - 400c 1st Cut",54237,"ED LEE","WILMA PANG","PAUL CURRIER"
"3606","VBM / EV - 400c 1st Cut",54238,"DENNIS HERRERA","DENNIS HERRERA","DENNIS HERRERA"
"3222","VBM / EV - 400c 1st Cut",54239,"JOANNA REES","BEVAN DUFTY","JOANNA REES"
"3021/3020","VBM / EV - 400c 1st Cut",54240,"JOHN AVALOS","CESAR ASCARRUNZ","DENNIS HERRERA"
"3209/3211","VBM / EV - 400c 1st Cut",54241,"MICHELA ALIOTO-PIER","ED LEE","DENNIS HERRERA"
"3917","VBM / EV - 400c 1st Cut",54242,"skipped","skipped","skipped"
"2735/2739","VBM / EV - 400c 1st Cut",54243,"LELAND YEE","TONY HALL","skipped"
"2424/2417","VBM / EV - 400c 1st Cut",54244,"ED LEE","PHIL TING","DAVID CHIU"
"2504/2505","VBM / EV - 400c 1st Cut",54245,"ED LEE","DAVID CHIU","skipped"
"2709","VBM / EV - 400c 1st Cut",54246,"DAVID CHIU","LELAND YEE","ED LEE"
"3308","VBM / EV - 400c 1st Cut",54247,"ED LEE","WILMA PANG","PHIL TING"
"1119/1121","VBM / EV - 400c 1st Cut",54248,"skipped","skipped","skipped"
"2015","VBM / EV - 400c 1st Cut",54249,"ED LEE","DAVID CHIU","PHIL TING"
"3651/3611","VBM / EV - 400c 1st Cut",54250,"ED LEE","MICHELA ALIOTO-PIER","TONY HALL"
"2205/2206","VBM / EV - 400c 1st Cut",54251,"JEFF ADACHI","JOANNA REES","DENNIS HERRERA"
"3813/3814","VBM / EV - 400c 1st Cut",54252,"BEVAN DUFTY","skipped","skipped"
"3302/3306","VBM / EV - 400c 1st Cut",54253,"DENNIS HERRERA","DENNIS HERRERA","DENNIS HERRERA"
"3703","VBM / EV - 400c 1st Cut",54254,"skipped","skipped","skipped"
"2143","VBM / EV - 400c 1st Cut",54255,"LELAND YEE","ED LEE","MICHELA ALIOTO-PIER"
"1146","VBM / EV - 400c 1st Cut",54256,"ED LEE","DAVID CHIU","WILMA PANG"
"2902/2906","VBM / EV - 400c 1st Cut",54257,"ED LEE","TERRY JOAN BAUM","CESAR ASCARRUNZ"
"3345/3339","VBM / EV - 400c 1st Cut",54258,"ED LEE","TERRY JOAN BAUM","WILMA PANG"
"2738","VBM / EV - 400c 1st Cut",54259,"BEVAN DUFTY","MICHELA ALIOTO-PIER","DENNIS HERRERA"
"1128/1127","VBM / EV - 400c 1st Cut",54260,"ED LEE","JEFF ADACHI","BEVAN DUFTY"
"3823/3822","VBM / EV - 400c 1st Cut",54261,"BEVAN DUFTY","DENNIS HERRERA","ED LEE"
"2406","VBM / EV - 400c 1st Cut",54262,"JEFF ADACHI","JOANNA REES","MICHELA ALIOTO-PIER"
"3537/3536","VBM / EV - 400c 1st Cut",54263,"JOHN AVALOS","JEFF ADACHI","TERRY JOAN BAUM"
"3346","VBM / EV - 400c 1st Cut",54264,"DAVID CHIU","DENNIS HERRERA","JEFF ADACHI"
"2733/2749","VBM / EV - 400c 1st Cut",54265,"ED LEE","TONY HALL","MICHELA ALIOTO-PIER"
"2214","VBM / EV - 400c 1st Cut",54266,"ED LEE","MICHELA ALIOTO-PIER","JEFF ADACHI"
"2146/2145","VBM / EV - 400c 1st Cut",54267,"ED LEE","ED LEE","ED LEE"
"3506","VBM / EV - 400c 1st Cut",54268,"DAVID CHIU","skipped","skipped"
"1126/1125","VBM / EV - 400c 1st Cut",54269,"ED LEE","DENNIS HERRERA","PHIL TING"
"3024","VBM / EV - 400c 1st Cut",54270,"DAVID CHIU","JOANNA REES","LELAND YEE"
"3627","VBM / EV - 400c 1st Cut",54271,"ED LEE","MICHELA ALIOTO-PIER","DAVID CHIU"
"2101/2102","VBM / EV - 400c 1st Cut",54272,"LELAND YEE","JOANNA REES","MICHELA ALIOTO-PIER"
"2406","VBM / EV - 400c 1st Cut",54273,"ED LEE","ED LEE","ED LEE"
"2506/2507","VBM / EV - 400c 1st Cut",54274,"MICHELA ALIOTO-PIER","EMIL LAWRENCE","JOANNA REES"
"2005/2002","VBM / EV - 400c 1st Cut",54275,"DENNIS HERRERA","DAVID CHIU","skipped"
"2746/2732","VBM / EV - 400c 1st Cut",54276,"ED LEE","skipped","skipped"
"2108/2109","VBM / EV - 400c 1st Cut",54277,"ED LEE","DAVID CHIU","LELAND YEE"
"1119/1121","VBM / EV - 400c 1st Cut",54278,"ED LEE","WILMA PANG","DAVID CHIU"
"3834/3844","VBM / EV - 400c 1st Cut",54279,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3029","VBM / EV - 400c 1st Cut",54280,"ED LEE","ED LEE","ED LEE"
"2019","VBM / EV - 400c 1st Cut",54281,"DENNIS HERRERA","DAVID CHIU","ED LEE"
"3621/3619","VBM / EV - 400c 1st Cut",54282,"LELAND YEE","DAVID CHIU","WILMA PANG"
"3311/3329","VBM / EV - 400c 1st Cut",54283,"DAVID CHIU","DENNIS HERRERA","JOHN AVALOS"
"3867","VBM / EV - 400c 1st Cut",54284,"ED LEE","skipped","skipped"
"3806/3812","VBM / EV - 400c 1st Cut",54285,"ED LEE","DAVID CHIU","DENNIS HERRERA"
"3321","VBM / EV - 400c 1st Cut",54286,"ED LEE","DAVID CHIU","JEFF ADACHI"
"3828/3838","VBM / EV - 400c 1st Cut",54287,"BEVAN DUFTY","DENNIS HERRERA","JEFF ADACHI"
"3627","VBM / EV - 400c 1st Cut",54288,"JOHN AVALOS","LELAND YEE","ED LEE"
"3608","VBM / EV - 400c 1st Cut",54289,"JEFF ADACHI","MICHELA ALIOTO-PIER","DENNIS HERRERA"
"3849/3851","VBM / EV - 400c 1st Cut",54290,"ED LEE","DENNIS HERRERA","BEVAN DUFTY"
"2433/2434","VBM / EV - 400c 1st Cut",54291,"LELAND YEE","MICHELA ALIOTO-PIER","ED LEE"
"3218","VBM / EV - 400c 1st Cut",54292,"ED LEE","MICHELA ALIOTO-PIER","JEFF ADACHI"
"3817","VBM / EV - 400c 1st Cut",54293,"ED LEE","WILMA PANG","EMIL LAWRENCE"
"2753/2755","VBM / EV - 400c 1st Cut",54294,"ED LEE","skipped","skipped"
"3846/3853","VBM / EV - 400c 1st Cut",54295,"BEVAN DUFTY","DENNIS HERRERA","skipped"
"3506","VBM / EV - 400c 1st Cut",54296,"DAVID CHIU","MICHELA ALIOTO-PIER","JOANNA REES"
"3934","VBM / EV - 400c 1st Cut",54297,"ED LEE","PHIL TING","skipped"
"3903/3901","VBM / EV - 400c 1st Cut",54298,"JOHN AVALOS","LELAND YEE","DAVID CHIU"
"3634/3633","VBM / EV - 400c 1st Cut",54299,"DENNIS HERRERA","JOHN AVALOS","CESAR ASCARRUNZ"
"3606","VBM / EV - 400c 1st Cut",54300,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"2125","VBM / EV - 400c 1st Cut",54301,"LELAND YEE","DAVID CHIU","WILMA PANG"
"3328/3337","VBM / EV - 400c 1st Cut",54302,"ED LEE","skipped","skipped"
"3936/3937","VBM / EV - 400c 1st Cut",54303,"skipped","JOHN AVALOS","skipped"
"3915","VBM / EV - 400c 1st Cut",54304,"DENNIS HERRERA","LELAND YEE","DAVID CHIU"
"3701","VBM / EV - 400c 1st Cut",54305,"MICHELA ALIOTO-PIER","DENNIS HERRERA","TONY HALL"
"2442/2443","VBM / EV - 400c 1st Cut",54306,"ED LEE","LELAND YEE","DAVID CHIU"
"3318/3319","VBM / EV - 400c 1st Cut",54307,"ED LEE","JEFF ADACHI","DAVID CHIU"
"3223","VBM / EV - 400c 1st Cut",54308,"ED LEE","MICHELA ALIOTO-PIER","skipped"
"3519","VBM / EV - 400c 1st Cut",54309,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3521","VBM / EV - 400c 1st Cut",54310,"ED LEE","skipped","skipped"
"3001","VBM / EV - 400c 1st Cut",54311,"LELAND YEE","ED LEE","DAVID CHIU"
"3651/3611","VBM / EV - 400c 1st Cut",54312,"TERRY JOAN BAUM","MICHELA ALIOTO-PIER","JOANNA REES"
"3023/3017","VBM / EV - 400c 1st Cut",54313,"ED LEE","skipped","skipped"
"3335","VBM / EV - 400c 1st Cut",54314,"ED LEE","LELAND YEE","MICHELA ALIOTO-PIER"
"3205/3221","VBM / EV - 400c 1st Cut",54315,"TONY HALL","TONY HALL","ED LEE"
"2108/2109","VBM / EV - 400c 1st Cut",54316,"DAVID CHIU","DENNIS HERRERA","JEFF ADACHI"
"2438/2444","VBM / EV - 400c 1st Cut",54317,"LELAND YEE","ED LEE","skipped"
"3627","VBM / EV - 400c 1st Cut",54318,"LELAND YEE","ED LEE","JOHN AVALOS"
"3206","VBM / EV - 400c 1st Cut",54319,"MICHELA ALIOTO-PIER","DAVID CHIU","TONY HALL"
"3647","VBM / EV - 400c 1st Cut",54320,"JEFF ADACHI","TONY HALL","DAVID CHIU"
"3009","VBM / EV - 400c 1st Cut",54321,"LELAND YEE","LELAND YEE","LELAND YEE"
