"precincts","tally_type","ballotID","rank1","rank2","rank3"
"3821/3819","Election Day - Insight",118121,"ED LEE","BEVAN DUFTY","JOHN AVALOS"
"3821/3819","Election Day - Insight",118122,"BEVAN DUFTY","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118123,"DENNIS HERRERA","JOHN AVALOS","DAVID CHIU"
"3821/3819","Election Day - Insight",118124,"TERRY JOAN BAUM","TONY HALL","CESAR ASCARRUNZ"
"3821/3819","Election Day - Insight",118125,"BEVAN DUFTY","DENNIS HERRERA","JOHN AVALOS"
"3821/3819","Election Day - Insight",118126,"BEVAN DUFTY","DENNIS HERRERA","JOHN AVALOS"
"3821/3819","Election Day - Insight",118127,"ED LEE","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118128,"JOHN AVALOS","DENNIS HERRERA","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118129,"BEVAN DUFTY","JOHN AVALOS","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118130,"ED LEE","LELAND YEE","DAVID CHIU"
"3821/3819","Election Day - Insight",118131,"ED LEE","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118132,"DENNIS HERRERA","DAVID CHIU","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118133,"BEVAN DUFTY","ED LEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118134,"BEVAN DUFTY","JOHN AVALOS","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118135,"BEVAN DUFTY","JOHN AVALOS","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118136,"BEVAN DUFTY","JOHN AVALOS","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118137,"BEVAN DUFTY","skipped","skipped"
"3821/3819","Election Day - Insight",118138,"DAVID CHIU","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118139,"JOHN AVALOS","ED LEE","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118140,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3821/3819","Election Day - Insight",118141,"DENNIS HERRERA","BEVAN DUFTY","DAVID CHIU"
"3821/3819","Election Day - Insight",118142,"DENNIS HERRERA","DAVID CHIU","JOHN AVALOS"
"3821/3819","Election Day - Insight",118143,"ED LEE","skipped","skipped"
"3821/3819","Election Day - Insight",118144,"ED LEE","skipped","skipped"
"3821/3819","Election Day - Insight",118145,"BEVAN DUFTY","JEFF ADACHI","ED LEE"
"3821/3819","Election Day - Insight",118146,"JEFF ADACHI","JOHN AVALOS","LELAND YEE"
"3821/3819","Election Day - Insight",118147,"JEFF ADACHI","JOHN AVALOS","LELAND YEE"
"3821/3819","Election Day - Insight",118148,"DENNIS HERRERA","JOHN AVALOS","LELAND YEE"
"3821/3819","Election Day - Insight",118149,"JEFF ADACHI","TONY HALL","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118150,"BEVAN DUFTY","DENNIS HERRERA","ED LEE"
"3821/3819","Election Day - Insight",118151,"BEVAN DUFTY","DENNIS HERRERA","JOHN AVALOS"
"3821/3819","Election Day - Insight",118152,"DENNIS HERRERA","BEVAN DUFTY","ED LEE"
"3821/3819","Election Day - Insight",118153,"JOHN AVALOS","DAVID CHIU","ED LEE"
"3821/3819","Election Day - Insight",118154,"JOHN AVALOS","BEVAN DUFTY","LELAND YEE"
"3821/3819","Election Day - Insight",118155,"ED LEE","MICHELA ALIOTO-PIER","LELAND YEE"
"3821/3819","Election Day - Insight",118156,"BEVAN DUFTY","MICHELA ALIOTO-PIER","DAVID CHIU"
"3821/3819","Election Day - Insight",118157,"BEVAN DUFTY","skipped","skipped"
"3821/3819","Election Day - Insight",118158,"BEVAN DUFTY","skipped","skipped"
"3821/3819","Election Day - Insight",118159,"overvote","skipped","skipped"
"3821/3819","Election Day - Insight",118160,"ED LEE","BEVAN DUFTY","JOANNA REES"
"3821/3819","Election Day - Insight",118161,"DENNIS HERRERA","ED LEE","JOHN AVALOS"
"3821/3819","Election Day - Insight",118162,"skipped","ED LEE","skipped"
"3821/3819","Election Day - Insight",118163,"BEVAN DUFTY","ED LEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118164,"DENNIS HERRERA","JOHN AVALOS","JEFF ADACHI"
"3821/3819","Election Day - Insight",118165,"DAVID CHIU","JEFF ADACHI","JOHN AVALOS"
"3821/3819","Election Day - Insight",118166,"PAUL CURRIER","PHIL TING","CESAR ASCARRUNZ"
"3821/3819","Election Day - Insight",118167,"BEVAN DUFTY","ED LEE","TONY HALL"
"3821/3819","Election Day - Insight",118168,"ED LEE","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118169,"DENNIS HERRERA","ED LEE","DAVID CHIU"
"3821/3819","Election Day - Insight",118170,"ED LEE","JOANNA REES","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118171,"DAVID CHIU","JEFF ADACHI","PHIL TING"
"3821/3819","Election Day - Insight",118172,"JOHN AVALOS","BEVAN DUFTY","TERRY JOAN BAUM"
"3821/3819","Election Day - Insight",118173,"ED LEE","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118174,"ED LEE","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118175,"BEVAN DUFTY","DENNIS HERRERA","JOANNA REES"
"3821/3819","Election Day - Insight",118176,"JOHN AVALOS","DENNIS HERRERA","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118177,"ED LEE","skipped","skipped"
"3821/3819","Election Day - Insight",118178,"JOHN AVALOS","DENNIS HERRERA","JEFF ADACHI"
"3821/3819","Election Day - Insight",118179,"DENNIS HERRERA","MICHELA ALIOTO-PIER","LELAND YEE"
"3821/3819","Election Day - Insight",118180,"JOHN AVALOS","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118181,"TERRY JOAN BAUM","skipped","skipped"
"3821/3819","Election Day - Insight",118182,"LELAND YEE","MICHELA ALIOTO-PIER","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118183,"DENNIS HERRERA","JOHN AVALOS","LELAND YEE"
"3821/3819","Election Day - Insight",118184,"DAVID CHIU","skipped","skipped"
"3821/3819","Election Day - Insight",118185,"DAVID CHIU","JOHN AVALOS","skipped"
"3821/3819","Election Day - Insight",118186,"JOHN AVALOS","skipped","skipped"
"3821/3819","Election Day - Insight",118187,"JOHN AVALOS","skipped","skipped"
"3821/3819","Election Day - Insight",118188,"DENNIS HERRERA","BEVAN DUFTY","JEFF ADACHI"
"3821/3819","Election Day - Insight",118189,"JEFF ADACHI","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118190,"JEFF ADACHI","skipped","skipped"
"3821/3819","Election Day - Insight",118191,"JOHN AVALOS","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118192,"JOHN AVALOS","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118193,"ED LEE","DAVID CHIU","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118194,"DENNIS HERRERA","JOHN AVALOS","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118195,"BEVAN DUFTY","skipped","skipped"
"3821/3819","Election Day - Insight",118196,"DENNIS HERRERA","LELAND YEE","JEFF ADACHI"
"3821/3819","Election Day - Insight",118197,"BEVAN DUFTY","DENNIS HERRERA","ED LEE"
"3821/3819","Election Day - Insight",118198,"ED LEE","ED LEE","ED LEE"
"3821/3819","Election Day - Insight",118199,"JEFF ADACHI","LELAND YEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118200,"JOHN AVALOS","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118201,"TERRY JOAN BAUM","BEVAN DUFTY","JOHN AVALOS"
"3821/3819","Election Day - Insight",118202,"DENNIS HERRERA","DAVID CHIU","ED LEE"
"3821/3819","Election Day - Insight",118203,"DENNIS HERRERA","BEVAN DUFTY","ED LEE"
"3821/3819","Election Day - Insight",118204,"ED LEE","DENNIS HERRERA","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118205,"JEFF ADACHI","BEVAN DUFTY","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118206,"JOHN AVALOS","TERRY JOAN BAUM","skipped"
"3821/3819","Election Day - Insight",118207,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118208,"ED LEE","MICHELA ALIOTO-PIER","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118209,"DAVID CHIU","ED LEE","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118210,"ED LEE","JOHN AVALOS","DAVID CHIU"
"3821/3819","Election Day - Insight",118211,"BEVAN DUFTY","DENNIS HERRERA","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118212,"JEFF ADACHI","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118213,"JOHN AVALOS","BEVAN DUFTY","CESAR ASCARRUNZ"
"3821/3819","Election Day - Insight",118214,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3821/3819","Election Day - Insight",118215,"DENNIS HERRERA","LELAND YEE","ED LEE"
"3821/3819","Election Day - Insight",118216,"TERRY JOAN BAUM","JOHN AVALOS","JEFF ADACHI"
"3821/3819","Election Day - Insight",118217,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"3821/3819","Election Day - Insight",118218,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"3821/3819","Election Day - Insight",118219,"BEVAN DUFTY","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118220,"JOHN AVALOS","DAVID CHIU","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118221,"TONY HALL","BEVAN DUFTY","ED LEE"
"3821/3819","Election Day - Insight",118222,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118223,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118224,"DENNIS HERRERA","BEVAN DUFTY","ED LEE"
"3821/3819","Election Day - Insight",118225,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118226,"DENNIS HERRERA","WILMA PANG","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118227,"DAVID CHIU","LELAND YEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118228,"BEVAN DUFTY","LELAND YEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118229,"DENNIS HERRERA","BEVAN DUFTY","JEFF ADACHI"
"3821/3819","Election Day - Insight",118230,"LELAND YEE","ED LEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118231,"JOHN AVALOS","JEFF ADACHI","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118232,"BEVAN DUFTY","DENNIS HERRERA","ED LEE"
"3821/3819","Election Day - Insight",118233,"BEVAN DUFTY","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118234,"JOHN AVALOS","BEVAN DUFTY","LELAND YEE"
"3821/3819","Election Day - Insight",118235,"BEVAN DUFTY","DENNIS HERRERA","PAUL CURRIER"
"3821/3819","Election Day - Insight",118236,"LELAND YEE","JOHN AVALOS","DAVID CHIU"
"3821/3819","Election Day - Insight",118237,"BEVAN DUFTY","DAVID CHIU","JOHN AVALOS"
"3821/3819","Election Day - Insight",118238,"BEVAN DUFTY","JEFF ADACHI","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118239,"ED LEE","LELAND YEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118240,"DAVID CHIU","DENNIS HERRERA","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118241,"MICHELA ALIOTO-PIER","TONY HALL","LELAND YEE"
"3821/3819","Election Day - Insight",118242,"TONY HALL","ED LEE","JOANNA REES"
"3821/3819","Election Day - Insight",118243,"TONY HALL","ED LEE","JOANNA REES"
"3821/3819","Election Day - Insight",118244,"DENNIS HERRERA","JOHN AVALOS","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118245,"DAVID CHIU","BEVAN DUFTY","JOHN AVALOS"
"3821/3819","Election Day - Insight",118246,"DAVID CHIU","BEVAN DUFTY","JOHN AVALOS"
"3821/3819","Election Day - Insight",118247,"DENNIS HERRERA","JOHN AVALOS","DAVID CHIU"
"3821/3819","Election Day - Insight",118248,"skipped","skipped","skipped"
"3821/3819","Election Day - Insight",118249,"DENNIS HERRERA","LELAND YEE","JOHN AVALOS"
"3821/3819","Election Day - Insight",118250,"JOHN AVALOS","TERRY JOAN BAUM","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118251,"DENNIS HERRERA","ED LEE","LELAND YEE"
"3821/3819","Election Day - Insight",118252,"BEVAN DUFTY","JOHN AVALOS","JEFF ADACHI"
"3821/3819","Election Day - Insight",118253,"ED LEE","BEVAN DUFTY","skipped"
"3821/3819","Election Day - Insight",118254,"ED LEE","BEVAN DUFTY","skipped"
"3821/3819","Election Day - Insight",118255,"JOHN AVALOS","ED LEE","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118256,"BEVAN DUFTY","skipped","skipped"
"3821/3819","Election Day - Insight",118257,"ED LEE","DAVID CHIU","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118258,"DENNIS HERRERA","JEFF ADACHI","DAVID CHIU"
"3821/3819","Election Day - Insight",118259,"DENNIS HERRERA","JOHN AVALOS","skipped"
"3821/3819","Election Day - Insight",118260,"BEVAN DUFTY","JEFF ADACHI","TONY HALL"
"3821/3819","Election Day - Insight",118261,"ED LEE","JOHN AVALOS","DAVID CHIU"
"3821/3819","Election Day - Insight",118262,"ED LEE","BEVAN DUFTY","JOHN AVALOS"
"3821/3819","Election Day - Insight",118263,"JOHN AVALOS","LELAND YEE","skipped"
"3821/3819","Election Day - Insight",118264,"DAVID CHIU","DENNIS HERRERA","ED LEE"
"3821/3819","Election Day - Insight",118265,"BEVAN DUFTY","DAVID CHIU","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118266,"JOHN AVALOS","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118267,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3821/3819","Election Day - Insight",118268,"JEFF ADACHI","ED LEE","DAVID CHIU"
"3821/3819","Election Day - Insight",118269,"ED LEE","MICHELA ALIOTO-PIER","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118270,"JOHN AVALOS","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118271,"ED LEE","MICHELA ALIOTO-PIER","skipped"
"3821/3819","Election Day - Insight",118272,"BEVAN DUFTY","skipped","skipped"
"3821/3819","Election Day - Insight",118273,"JOHN AVALOS","TERRY JOAN BAUM","JEFF ADACHI"
"3821/3819","Election Day - Insight",118274,"JOHN AVALOS","JEFF ADACHI","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118275,"BEVAN DUFTY","LELAND YEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118276,"BEVAN DUFTY","ED LEE","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118277,"BEVAN DUFTY","DAVID CHIU","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118278,"BEVAN DUFTY","LELAND YEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118279,"DAVID CHIU","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118280,"DAVID CHIU","JEFF ADACHI","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118281,"JOHN AVALOS","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118282,"JOHN AVALOS","BEVAN DUFTY","LELAND YEE"
"3821/3819","Election Day - Insight",118283,"PHIL TING","BEVAN DUFTY","LELAND YEE"
"3821/3819","Election Day - Insight",118284,"BEVAN DUFTY","DAVID CHIU","JEFF ADACHI"
"3821/3819","Election Day - Insight",118285,"TONY HALL","BEVAN DUFTY","skipped"
"3821/3819","Election Day - Insight",118286,"DENNIS HERRERA","BEVAN DUFTY","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118287,"DAVID CHIU","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118288,"JOHN AVALOS","JEFF ADACHI","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118289,"DENNIS HERRERA","ED LEE","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118290,"DENNIS HERRERA","JOHN AVALOS","JOANNA REES"
"3821/3819","Election Day - Insight",118291,"JOHN AVALOS","DENNIS HERRERA","JEFF ADACHI"
"3821/3819","Election Day - Insight",118292,"DENNIS HERRERA","BEVAN DUFTY","JOHN AVALOS"
"3821/3819","Election Day - Insight",118293,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3821/3819","Election Day - Insight",118294,"BEVAN DUFTY","DENNIS HERRERA","CESAR ASCARRUNZ"
"3821/3819","Election Day - Insight",118295,"DENNIS HERRERA","BEVAN DUFTY","JOHN AVALOS"
"3821/3819","Election Day - Insight",118296,"BEVAN DUFTY","DENNIS HERRERA","LELAND YEE"
"3821/3819","Election Day - Insight",118297,"DENNIS HERRERA","JOHN AVALOS","LELAND YEE"
"3821/3819","Election Day - Insight",118298,"DENNIS HERRERA","JOHN AVALOS","DAVID CHIU"
"3821/3819","Election Day - Insight",118299,"BEVAN DUFTY","JOHN AVALOS","LELAND YEE"
"3821/3819","Election Day - Insight",118300,"TONY HALL","MICHELA ALIOTO-PIER","ED LEE"
"3821/3819","Election Day - Insight",118301,"MICHELA ALIOTO-PIER","skipped","skipped"
"3821/3819","Election Day - Insight",118302,"JEFF ADACHI","JOHN AVALOS","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118303,"DAVID CHIU","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118304,"BEVAN DUFTY","DENNIS HERRERA","LELAND YEE"
"3821/3819","Election Day - Insight",118305,"JEFF ADACHI","DENNIS HERRERA","JOHN AVALOS"
"3821/3819","Election Day - Insight",118306,"ED LEE","BEVAN DUFTY","LELAND YEE"
"3821/3819","Election Day - Insight",118307,"JOHN AVALOS","DENNIS HERRERA","ED LEE"
"3821/3819","Election Day - Insight",118308,"DENNIS HERRERA","JOHN AVALOS","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118309,"ED LEE","TERRY JOAN BAUM","JOANNA REES"
"3821/3819","Election Day - Insight",118310,"BEVAN DUFTY","DENNIS HERRERA","JEFF ADACHI"
"3821/3819","Election Day - Insight",118311,"ED LEE","DAVID CHIU","JEFF ADACHI"
"3821/3819","Election Day - Insight",118312,"JOHN AVALOS","BEVAN DUFTY","JEFF ADACHI"
"3821/3819","Election Day - Insight",118313,"DAVID CHIU","ED LEE","skipped"
"3821/3819","Election Day - Insight",118314,"TONY HALL","ED LEE","BEVAN DUFTY"
"3821/3819","Election Day - Insight",118315,"TERRY JOAN BAUM","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118316,"DENNIS HERRERA","ED LEE","JOHN AVALOS"
"3821/3819","Election Day - Insight",118317,"BEVAN DUFTY","JOHN AVALOS","LELAND YEE"
"3821/3819","Election Day - Insight",118318,"LELAND YEE","JEFF ADACHI","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118319,"ED LEE","DAVID CHIU","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118320,"LELAND YEE","JOHN AVALOS","DAVID CHIU"
"3821/3819","Election Day - Insight",118321,"JOHN AVALOS","LELAND YEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118322,"DAVID CHIU","skipped","skipped"
"3821/3819","Election Day - Insight",118323,"JOHN AVALOS","skipped","skipped"
"3821/3819","Election Day - Insight",118324,"DENNIS HERRERA","JOANNA REES","DAVID CHIU"
"3821/3819","Election Day - Insight",118325,"JEFF ADACHI","DAVID CHIU","LELAND YEE"
"3821/3819","Election Day - Insight",118326,"JEFF ADACHI","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118327,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118328,"LELAND YEE","DENNIS HERRERA","JOHN AVALOS"
"3821/3819","Election Day - Insight",118329,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3821/3819","Election Day - Insight",118330,"JOHN AVALOS","BEVAN DUFTY","JEFF ADACHI"
"3821/3819","Election Day - Insight",118331,"ED LEE","BEVAN DUFTY","LELAND YEE"
"3821/3819","Election Day - Insight",118332,"JOHN AVALOS","DAVID CHIU","ED LEE"
"3821/3819","Election Day - Insight",118333,"LELAND YEE","JOHN AVALOS","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118334,"DAVID CHIU","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118335,"DAVID CHIU","JOHN AVALOS","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118336,"JOHN AVALOS","BEVAN DUFTY","DAVID CHIU"
"3821/3819","Election Day - Insight",118337,"DENNIS HERRERA","BEVAN DUFTY","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118338,"JOHN AVALOS","DENNIS HERRERA","JEFF ADACHI"
"3821/3819","Election Day - Insight",118339,"ED LEE","DAVID CHIU","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118340,"DAVID CHIU","skipped","skipped"
"3821/3819","Election Day - Insight",118341,"LELAND YEE","JOHN AVALOS","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118342,"JOHN AVALOS","DENNIS HERRERA","skipped"
"3821/3819","Election Day - Insight",118343,"JEFF ADACHI","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118344,"JEFF ADACHI","DENNIS HERRERA","DAVID CHIU"
"3821/3819","Election Day - Insight",118345,"BEVAN DUFTY","ED LEE","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118346,"BEVAN DUFTY","DENNIS HERRERA","MICHELA ALIOTO-PIER"
"3821/3819","Election Day - Insight",118347,"MICHELA ALIOTO-PIER","skipped","skipped"
"3821/3819","Election Day - Insight",118348,"JOHN AVALOS","DAVID CHIU","ED LEE"
"3821/3819","Election Day - Insight",118349,"DAVID CHIU","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118350,"JEFF ADACHI","JOHN AVALOS","TERRY JOAN BAUM"
"3821/3819","Election Day - Insight",118351,"JEFF ADACHI","DENNIS HERRERA","PAUL CURRIER"
"3821/3819","Election Day - Insight",118352,"JOHN AVALOS","BEVAN DUFTY","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118353,"ED LEE","DAVID CHIU","DENNIS HERRERA"
"3821/3819","Election Day - Insight",118354,"JOHN AVALOS","BEVAN DUFTY","TERRY JOAN BAUM"
"3821/3819","Election Day - Insight",118355,"JOHN AVALOS","JEFF ADACHI","DENNIS HERRERA"
"3826","Election Day - Insight",118356,"ED LEE","MICHELA ALIOTO-PIER","WILMA PANG"
"3826","Election Day - Insight",118357,"TONY HALL","ED LEE","CESAR ASCARRUNZ"
"3826","Election Day - Insight",118358,"ED LEE","ED LEE","ED LEE"
"3826","Election Day - Insight",118359,"DENNIS HERRERA","JOHN AVALOS","skipped"
"3826","Election Day - Insight",118360,"DENNIS HERRERA","skipped","skipped"
"3826","Election Day - Insight",118361,"skipped","skipped","skipped"
"3826","Election Day - Insight",118362,"JEFF ADACHI","MICHELA ALIOTO-PIER","LELAND YEE"
"3826","Election Day - Insight",118363,"JEFF ADACHI","MICHELA ALIOTO-PIER","LELAND YEE"
"3826","Election Day - Insight",118364,"DENNIS HERRERA","skipped","skipped"
"3826","Election Day - Insight",118365,"BEVAN DUFTY","skipped","skipped"
"3826","Election Day - Insight",118366,"DAVID CHIU","DENNIS HERRERA","ED LEE"
"3826","Election Day - Insight",118367,"DENNIS HERRERA","JOHN AVALOS","LELAND YEE"
"3826","Election Day - Insight",118368,"DENNIS HERRERA","JOHN AVALOS","LELAND YEE"
"3826","Election Day - Insight",118369,"JOHN AVALOS","JEFF ADACHI","BEVAN DUFTY"
"3826","Election Day - Insight",118370,"DENNIS HERRERA","LELAND YEE","JOHN AVALOS"
"3826","Election Day - Insight",118371,"MICHELA ALIOTO-PIER","BEVAN DUFTY","JOANNA REES"
"3826","Election Day - Insight",118372,"DENNIS HERRERA","DENNIS HERRERA","DENNIS HERRERA"
"3826","Election Day - Insight",118373,"JOHN AVALOS","DAVID CHIU","ED LEE"
"3826","Election Day - Insight",118374,"DENNIS HERRERA","BEVAN DUFTY","JOHN AVALOS"
"3826","Election Day - Insight",118375,"ED LEE","BEVAN DUFTY","DAVID CHIU"
"3826","Election Day - Insight",118376,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3826","Election Day - Insight",118377,"DENNIS HERRERA","DAVID CHIU","JOHN AVALOS"
"3826","Election Day - Insight",118378,"DENNIS HERRERA","JOHN AVALOS","BEVAN DUFTY"
"3826","Election Day - Insight",118379,"BEVAN DUFTY","DENNIS HERRERA","BEVAN DUFTY"
"3826","Election Day - Insight",118380,"JEFF ADACHI","TONY HALL","JOANNA REES"
"3826","Election Day - Insight",118381,"JEFF ADACHI","DENNIS HERRERA","LELAND YEE"
"3826","Election Day - Insight",118382,"DAVID CHIU","LELAND YEE","JOHN AVALOS"
"3826","Election Day - Insight",118383,"BEVAN DUFTY","skipped","skipped"
"3826","Election Day - Insight",118384,"JOHN AVALOS","DENNIS HERRERA","BEVAN DUFTY"
"3826","Election Day - Insight",118385,"ED LEE","JEFF ADACHI","skipped"
"3826","Election Day - Insight",118386,"JOHN AVALOS","BEVAN DUFTY","LELAND YEE"
"3826","Election Day - Insight",118387,"ED LEE","skipped","skipped"
"3826","Election Day - Insight",118388,"BEVAN DUFTY","DENNIS HERRERA","ED LEE"
"3826","Election Day - Insight",118389,"DENNIS HERRERA","skipped","skipped"
"3826","Election Day - Insight",118390,"JOHN AVALOS","LELAND YEE","DENNIS HERRERA"
"3826","Election Day - Insight",118391,"DENNIS HERRERA","BEVAN DUFTY","JOHN AVALOS"
"3826","Election Day - Insight",118392,"JOHN AVALOS","DENNIS HERRERA","LELAND YEE"
"3826","Election Day - Insight",118393,"ED LEE","skipped","skipped"
"3826","Election Day - Insight",118394,"DENNIS HERRERA","JOHN AVALOS","ED LEE"
"3826","Election Day - Insight",118395,"ED LEE","DENNIS HERRERA","DENNIS HERRERA"
"3826","Election Day - Insight",118396,"JOHN AVALOS","BEVAN DUFTY","MICHELA ALIOTO-PIER"
"3826","Election Day - Insight",118397,"ED LEE","DAVID CHIU","skipped"
"3826","Election Day - Insight",118398,"JOHN AVALOS","BEVAN DUFTY","LELAND YEE"
"3826","Election Day - Insight",118399,"JEFF ADACHI","TONY HALL","DENNIS HERRERA"
"3826","Election Day - Insight",118400,"JOHN AVALOS","skipped","skipped"
"3826","Election Day - Insight",118401,"DENNIS HERRERA","BEVAN DUFTY","JOHN AVALOS"
"3826","Election Day - Insight",118402,"TONY HALL","skipped","skipped"
"3826","Election Day - Insight",118403,"JEFF ADACHI","DENNIS HERRERA","DAVID CHIU"
"3826","Election Day - Insight",118404,"BEVAN DUFTY","JOHN AVALOS","DAVID CHIU"
"3826","Election Day - Insight",118405,"JOHN AVALOS","ED LEE","DENNIS HERRERA"
"3826","Election Day - Insight",118406,"DENNIS HERRERA","DENNIS HERRERA","DENNIS HERRERA"
"3826","Election Day - Insight",118407,"BEVAN DUFTY","DENNIS HERRERA","ED LEE"
"3826","Election Day - Insight",118408,"BEVAN DUFTY","DAVID CHIU","JOHN AVALOS"
"3826","Election Day - Insight",118409,"ED LEE","skipped","skipped"
