"Precinct","rank1","rank2","rank3"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","AJ Awed"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Kate Knuth"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Kate Knuth","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Kate Knuth","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Kate Knuth","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Kate Knuth","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Kate Knuth","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Kate Knuth","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","Doug Nelson"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","AJ Awed"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","AJ Awed","Jacob Frey","skipped"
"MINNEAPOLIS W-10 P-10","AJ Awed","Jacob Frey","skipped"
"MINNEAPOLIS W-10 P-10","AJ Awed","Jacob Frey","skipped"
"MINNEAPOLIS W-10 P-10","AJ Awed","Jacob Frey","skipped"
"MINNEAPOLIS W-10 P-10","AJ Awed","Jacob Frey","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Laverne Turner","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Laverne Turner","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Laverne Turner","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Laverne Turner","skipped","skipped"
"MINNEAPOLIS W-10 P-10","Laverne Turner","skipped","skipped"
"MINNEAPOLIS W-10 P-10","AJ Awed","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Doug Nelson","Paul E. Johnson"
"MINNEAPOLIS W-10 P-10","Bob ""Again"" Carney Jr","Laverne Turner","skipped"
"MINNEAPOLIS W-10 P-10","Bob ""Again"" Carney Jr","Laverne Turner","skipped"
"MINNEAPOLIS W-10 P-10","Bob ""Again"" Carney Jr","Laverne Turner","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Clint Conner","Marcus Harcus"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Paul E. Johnson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Paul E. Johnson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Paul E. Johnson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Paul E. Johnson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Paul E. Johnson"
"MINNEAPOLIS W-10 P-10","Christopher W David","Mike Winter","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","writein"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","writein"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","writein"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","writein"
"MINNEAPOLIS W-10 P-10","Nate ""Honey Badger"" Atkins","Mark Globus","Laverne Turner"
"MINNEAPOLIS W-10 P-10","Doug Nelson","Jacob Frey","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","skipped"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Doug Nelson"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Sheila Nezhad","Kate Knuth","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","AJ Awed","Bob ""Again"" Carney Jr","Laverne Turner"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Jacob Frey","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Jacob Frey","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Jacob Frey","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Jacob Frey","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Jacob Frey","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Jacob Frey","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Jacob Frey","Jacob Frey"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Jacob Frey","Jacob Frey"
"MINNEAPOLIS W-10 P-10","AJ Awed","Kate Knuth","skipped"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Doug Nelson","Bob ""Again"" Carney Jr"
"MINNEAPOLIS W-10 P-10","Kate Knuth","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Kate Knuth","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Kate Knuth","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Kate Knuth","AJ Awed","Sheila Nezhad"
"MINNEAPOLIS W-10 P-10","Jacob Frey","AJ Awed","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Laverne Turner","Perry, Jerrell"
"MINNEAPOLIS W-10 P-10","Jacob Frey","Jacob Frey","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","Jacob Frey"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-08","Kate Knuth","Sheila Nezhad","AJ Awed"
