"Precinct","rank1","rank2","rank3"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Bob ""Again"" Carney Jr","Laverne Turner"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","skipped"
"MINNEAPOLIS W-12 P-13","Mike Winter","Jacob Frey","skipped"
"MINNEAPOLIS W-12 P-13","Mike Winter","Jacob Frey","skipped"
"MINNEAPOLIS W-12 P-13","Clint Conner","Kate Knuth","Sheila Nezhad"
"MINNEAPOLIS W-12 P-13","Clint Conner","Kate Knuth","Sheila Nezhad"
"MINNEAPOLIS W-12 P-13","Clint Conner","Kate Knuth","Sheila Nezhad"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Jacob Frey","Clint Conner","Mark Globus"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
"MINNEAPOLIS W-12 P-13","Kate Knuth","Sheila Nezhad","AJ Awed"
