"precincts","tally_type","ballotID","rank1","rank2","rank3"
244100,"Vote by Mail - 400C",12307,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
325300,"Vote by Mail - 400C",12308,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
364900,"Vote by Mail - 400C",12309,"MARCIE HODGE","TERENCE CANDELL","DON PERATA"
344200,"Vote by Mail - 400C",12313,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
213300,"Vote by Mail - 400C",12346,"DON PERATA","DON PERATA","DON PERATA"
213300,"Vote by Mail - 400C",12347,"REBECCA KAPLAN","DON PERATA","JOE TUMAN"
213300,"Vote by Mail - 400C",12348,"JOE TUMAN","GREG HARLAND","JEAN QUAN"
213300,"Vote by Mail - 400C",12349,"DON PERATA","JOE TUMAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12350,"REBECCA KAPLAN","skipped","skipped"
213300,"Vote by Mail - 400C",12351,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12352,"JOE TUMAN","GREG HARLAND","JEAN QUAN"
213300,"Vote by Mail - 400C",12353,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12354,"JOE TUMAN","REBECCA KAPLAN","DON PERATA"
213300,"Vote by Mail - 400C",12355,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12356,"REBECCA KAPLAN","DON PERATA","JOE TUMAN"
213300,"Vote by Mail - 400C",12357,"DON PERATA","JOE TUMAN","GREG HARLAND"
213300,"Vote by Mail - 400C",12358,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12359,"DON PERATA","JOE TUMAN","skipped"
213300,"Vote by Mail - 400C",12360,"JEAN QUAN","DON PERATA","JOE TUMAN"
213300,"Vote by Mail - 400C",12361,"ARNOLD FIELDS","JOE TUMAN","skipped"
213300,"Vote by Mail - 400C",12362,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12363,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12364,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12365,"DON PERATA","JEAN QUAN","JOE TUMAN"
213300,"Vote by Mail - 400C",12366,"REBECCA KAPLAN","JEAN QUAN","LARRY LIONEL ''LL'' YOUNG JR."
213300,"Vote by Mail - 400C",12367,"writein","REBECCA KAPLAN","DON MACLEAY"
213300,"Vote by Mail - 400C",12368,"JEAN QUAN","JEAN QUAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12369,"DON PERATA","TERENCE CANDELL","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12370,"DON PERATA","JOE TUMAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12371,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
213300,"Vote by Mail - 400C",12372,"JOE TUMAN","REBECCA KAPLAN","DON PERATA"
213300,"Vote by Mail - 400C",12373,"JOE TUMAN","MARCIE HODGE","DON MACLEAY"
213300,"Vote by Mail - 400C",12374,"DON PERATA","JOE TUMAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12375,"skipped","skipped","DON PERATA"
213300,"Vote by Mail - 400C",12376,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
213300,"Vote by Mail - 400C",12377,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12378,"TERENCE CANDELL","GREG HARLAND","TERENCE CANDELL"
213300,"Vote by Mail - 400C",12379,"DON PERATA","JOE TUMAN","MARCIE HODGE"
213300,"Vote by Mail - 400C",12380,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12381,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12382,"JOE TUMAN","GREG HARLAND","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12383,"JOE TUMAN","GREG HARLAND","JEAN QUAN"
213300,"Vote by Mail - 400C",12384,"JOE TUMAN","JEAN QUAN","GREG HARLAND"
213300,"Vote by Mail - 400C",12385,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12386,"REBECCA KAPLAN","JEAN QUAN","writein"
213300,"Vote by Mail - 400C",12387,"DON PERATA","REBECCA KAPLAN","JOE TUMAN"
213300,"Vote by Mail - 400C",12388,"JOE TUMAN","DON PERATA","JEAN QUAN"
213300,"Vote by Mail - 400C",12389,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12390,"MARCIE HODGE","DON PERATA","JEAN QUAN"
213300,"Vote by Mail - 400C",12391,"DON PERATA","JOE TUMAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12392,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12393,"JEAN QUAN","JOE TUMAN","GREG HARLAND"
213300,"Vote by Mail - 400C",12394,"JEAN QUAN","DON PERATA","MARCIE HODGE"
213300,"Vote by Mail - 400C",12395,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12396,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12397,"REBECCA KAPLAN","JOE TUMAN","GREG HARLAND"
213300,"Vote by Mail - 400C",12398,"REBECCA KAPLAN","JOE TUMAN","GREG HARLAND"
213300,"Vote by Mail - 400C",12399,"DON PERATA","JEAN QUAN","skipped"
213300,"Vote by Mail - 400C",12400,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12401,"ARNOLD FIELDS","JOE TUMAN","skipped"
213300,"Vote by Mail - 400C",12402,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12403,"DON PERATA","JOE TUMAN","skipped"
213300,"Vote by Mail - 400C",12404,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12405,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12406,"ARNOLD FIELDS","skipped","skipped"
213300,"Vote by Mail - 400C",12407,"ARNOLD FIELDS","skipped","skipped"
213300,"Vote by Mail - 400C",12408,"REBECCA KAPLAN","DON PERATA","skipped"
213300,"Vote by Mail - 400C",12409,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
213300,"Vote by Mail - 400C",12410,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12411,"REBECCA KAPLAN","GREG HARLAND","JOE TUMAN"
213300,"Vote by Mail - 400C",12412,"JEAN QUAN","REBECCA KAPLAN","LARRY LIONEL ''LL'' YOUNG JR."
213300,"Vote by Mail - 400C",12413,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12414,"ARNOLD FIELDS","TERENCE CANDELL","DON PERATA"
213300,"Vote by Mail - 400C",12415,"DON PERATA","REBECCA KAPLAN","GREG HARLAND"
213300,"Vote by Mail - 400C",12416,"JEAN QUAN","DON PERATA","skipped"
213300,"Vote by Mail - 400C",12417,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12418,"JOE TUMAN","LARRY LIONEL ''LL'' YOUNG JR.","ARNOLD FIELDS"
213300,"Vote by Mail - 400C",12419,"REBECCA KAPLAN","DON PERATA","JOE TUMAN"
213300,"Vote by Mail - 400C",12420,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12421,"DON PERATA","JEAN QUAN","JOE TUMAN"
213300,"Vote by Mail - 400C",12422,"DON MACLEAY","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12423,"DON PERATA","JOE TUMAN","DON MACLEAY"
213300,"Vote by Mail - 400C",12424,"REBECCA KAPLAN","DON PERATA","JEAN QUAN"
213300,"Vote by Mail - 400C",12425,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12426,"REBECCA KAPLAN","JOE TUMAN","DON PERATA"
213300,"Vote by Mail - 400C",12427,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12428,"DON PERATA","JOE TUMAN","MARCIE HODGE"
213300,"Vote by Mail - 400C",12429,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12430,"DON PERATA","REBECCA KAPLAN","GREG HARLAND"
213300,"Vote by Mail - 400C",12431,"DON PERATA","JOE TUMAN","MARCIE HODGE"
213300,"Vote by Mail - 400C",12432,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12433,"JEAN QUAN","ARNOLD FIELDS","TERENCE CANDELL"
213300,"Vote by Mail - 400C",12434,"DON PERATA","TERENCE CANDELL","JEAN QUAN"
213300,"Vote by Mail - 400C",12435,"JOE TUMAN","REBECCA KAPLAN","DON PERATA"
213300,"Vote by Mail - 400C",12436,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
213300,"Vote by Mail - 400C",12437,"JOE TUMAN","GREG HARLAND","DON PERATA"
213300,"Vote by Mail - 400C",12438,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12439,"ARNOLD FIELDS","GREG HARLAND","DON MACLEAY"
213300,"Vote by Mail - 400C",12440,"JOE TUMAN","TERENCE CANDELL","MARCIE HODGE"
213300,"Vote by Mail - 400C",12441,"JOE TUMAN","GREG HARLAND","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12442,"REBECCA KAPLAN","DON PERATA","JOE TUMAN"
213300,"Vote by Mail - 400C",12443,"DON PERATA","JOE TUMAN","MARCIE HODGE"
213300,"Vote by Mail - 400C",12444,"JOE TUMAN","DON PERATA","JEAN QUAN"
213300,"Vote by Mail - 400C",12445,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12446,"DON PERATA","JOE TUMAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12447,"TERENCE CANDELL","DON MACLEAY","DON PERATA"
213300,"Vote by Mail - 400C",12448,"DON PERATA","REBECCA KAPLAN","JOE TUMAN"
213300,"Vote by Mail - 400C",12449,"JEAN QUAN","MARCIE HODGE","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12450,"GREG HARLAND","DON MACLEAY","TERENCE CANDELL"
213300,"Vote by Mail - 400C",12451,"JEAN QUAN","REBECCA KAPLAN","MARCIE HODGE"
213300,"Vote by Mail - 400C",12452,"JOE TUMAN","DON PERATA","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12453,"DON PERATA","ARNOLD FIELDS","DON MACLEAY"
213300,"Vote by Mail - 400C",12454,"JOE TUMAN","DON PERATA","skipped"
213300,"Vote by Mail - 400C",12455,"DON PERATA","JEAN QUAN","ARNOLD FIELDS"
213300,"Vote by Mail - 400C",12456,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12457,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12458,"JOE TUMAN","DON PERATA","JEAN QUAN"
213300,"Vote by Mail - 400C",12459,"DON PERATA","JEAN QUAN","skipped"
213300,"Vote by Mail - 400C",12460,"JEAN QUAN","GREG HARLAND","JOE TUMAN"
213300,"Vote by Mail - 400C",12461,"GREG HARLAND","JEAN QUAN","JOE TUMAN"
213300,"Vote by Mail - 400C",12462,"JEAN QUAN","DON PERATA","TERENCE CANDELL"
213300,"Vote by Mail - 400C",12463,"GREG HARLAND","REBECCA KAPLAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12464,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
213300,"Vote by Mail - 400C",12465,"DON PERATA","REBECCA KAPLAN","skipped"
213300,"Vote by Mail - 400C",12466,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12467,"DON MACLEAY","GREG HARLAND","TERENCE CANDELL"
213300,"Vote by Mail - 400C",12468,"DON PERATA","MARCIE HODGE","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12469,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12470,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12471,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12472,"JEAN QUAN","DON PERATA","skipped"
213300,"Vote by Mail - 400C",12473,"ARNOLD FIELDS","TERENCE CANDELL","DON PERATA"
213300,"Vote by Mail - 400C",12474,"LARRY LIONEL ''LL'' YOUNG JR.","MARCIE HODGE","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12475,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12476,"DON PERATA","skipped","skipped"
213300,"Vote by Mail - 400C",12477,"GREG HARLAND","JOE TUMAN","DON MACLEAY"
213300,"Vote by Mail - 400C",12478,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12479,"JOE TUMAN","JEAN QUAN","MARCIE HODGE"
213300,"Vote by Mail - 400C",12480,"JOE TUMAN","JEAN QUAN","MARCIE HODGE"
213300,"Vote by Mail - 400C",12481,"JEAN QUAN","JOE TUMAN","DON PERATA"
213300,"Vote by Mail - 400C",12482,"DON PERATA","TERENCE CANDELL","skipped"
213300,"Vote by Mail - 400C",12483,"JOE TUMAN","JEAN QUAN","DON PERATA"
213300,"Vote by Mail - 400C",12484,"DON PERATA","REBECCA KAPLAN","GREG HARLAND"
213300,"Vote by Mail - 400C",12485,"JOE TUMAN","MARCIE HODGE","ARNOLD FIELDS"
213300,"Vote by Mail - 400C",12486,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
213300,"Vote by Mail - 400C",12487,"JEAN QUAN","REBECCA KAPLAN","skipped"
213300,"Vote by Mail - 400C",12488,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12489,"JEAN QUAN","skipped","skipped"
213300,"Vote by Mail - 400C",12490,"REBECCA KAPLAN","DON PERATA","skipped"
213300,"Vote by Mail - 400C",12491,"DON PERATA","REBECCA KAPLAN","skipped"
213300,"Vote by Mail - 400C",12492,"JEAN QUAN","JOE TUMAN","DON PERATA"
213300,"Vote by Mail - 400C",12493,"JEAN QUAN","REBECCA KAPLAN","DON MACLEAY"
213300,"Vote by Mail - 400C",12494,"JEAN QUAN","DON MACLEAY","GREG HARLAND"
213300,"Vote by Mail - 400C",12495,"JEAN QUAN","skipped","skipped"
213300,"Vote by Mail - 400C",12496,"JEAN QUAN","GREG HARLAND","JOE TUMAN"
213300,"Vote by Mail - 400C",12497,"JOE TUMAN","DON MACLEAY","REBECCA KAPLAN"
213300,"Vote by Mail - 400C",12498,"JEAN QUAN","DON PERATA","skipped"
213800,"Vote by Mail - 400C",12499,"JOE TUMAN","skipped","skipped"
213800,"Vote by Mail - 400C",12500,"JOE TUMAN","DON PERATA","GREG HARLAND"
213800,"Vote by Mail - 400C",12501,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12502,"DON PERATA","JOE TUMAN","skipped"
213800,"Vote by Mail - 400C",12503,"DON PERATA","JOE TUMAN","JEAN QUAN"
213800,"Vote by Mail - 400C",12504,"DON PERATA","JOE TUMAN","JEAN QUAN"
213800,"Vote by Mail - 400C",12505,"DON PERATA","JOE TUMAN","JEAN QUAN"
213800,"Vote by Mail - 400C",12506,"JEAN QUAN","DON PERATA","ARNOLD FIELDS"
213800,"Vote by Mail - 400C",12507,"DON PERATA","DON MACLEAY","GREG HARLAND"
213800,"Vote by Mail - 400C",12508,"JOE TUMAN","skipped","skipped"
213800,"Vote by Mail - 400C",12509,"REBECCA KAPLAN","JEAN QUAN","JOE TUMAN"
213800,"Vote by Mail - 400C",12510,"JOE TUMAN","MARCIE HODGE","ARNOLD FIELDS"
213800,"Vote by Mail - 400C",12511,"JOE TUMAN","DON PERATA","skipped"
213800,"Vote by Mail - 400C",12512,"JOE TUMAN","DON PERATA","MARCIE HODGE"
213800,"Vote by Mail - 400C",12513,"DON PERATA","JEAN QUAN","MARCIE HODGE"
213800,"Vote by Mail - 400C",12514,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12515,"JOE TUMAN","LARRY LIONEL ''LL'' YOUNG JR.","DON PERATA"
213800,"Vote by Mail - 400C",12516,"JOE TUMAN","ARNOLD FIELDS","DON MACLEAY"
213800,"Vote by Mail - 400C",12517,"JEAN QUAN","DON PERATA","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12518,"DON PERATA","JOE TUMAN","GREG HARLAND"
213800,"Vote by Mail - 400C",12519,"JEAN QUAN","DON PERATA","ARNOLD FIELDS"
213800,"Vote by Mail - 400C",12520,"JEAN QUAN","DON PERATA","GREG HARLAND"
213800,"Vote by Mail - 400C",12521,"DON PERATA","skipped","skipped"
213800,"Vote by Mail - 400C",12522,"JOE TUMAN","MARCIE HODGE","TERENCE CANDELL"
213800,"Vote by Mail - 400C",12523,"DON PERATA","DON PERATA","DON PERATA"
213800,"Vote by Mail - 400C",12524,"JEAN QUAN","REBECCA KAPLAN","skipped"
213800,"Vote by Mail - 400C",12525,"DON PERATA","skipped","skipped"
213800,"Vote by Mail - 400C",12526,"DON PERATA","ARNOLD FIELDS","DON MACLEAY"
213800,"Vote by Mail - 400C",12527,"REBECCA KAPLAN","JOE TUMAN","skipped"
213800,"Vote by Mail - 400C",12528,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
213800,"Vote by Mail - 400C",12529,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12530,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
213800,"Vote by Mail - 400C",12531,"JOE TUMAN","DON PERATA","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12532,"DON PERATA","skipped","skipped"
213800,"Vote by Mail - 400C",12533,"JOE TUMAN","DON PERATA","GREG HARLAND"
213800,"Vote by Mail - 400C",12534,"JOE TUMAN","DON PERATA","skipped"
213800,"Vote by Mail - 400C",12535,"DON PERATA","REBECCA KAPLAN","JOE TUMAN"
213800,"Vote by Mail - 400C",12536,"JEAN QUAN","DON PERATA","JOE TUMAN"
213800,"Vote by Mail - 400C",12537,"DON PERATA","ARNOLD FIELDS","DON MACLEAY"
213800,"Vote by Mail - 400C",12538,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
213800,"Vote by Mail - 400C",12539,"DON PERATA","REBECCA KAPLAN","skipped"
213800,"Vote by Mail - 400C",12540,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12541,"DON PERATA","JOE TUMAN","MARCIE HODGE"
213800,"Vote by Mail - 400C",12542,"JOE TUMAN","JEAN QUAN","DON PERATA"
213800,"Vote by Mail - 400C",12543,"JOE TUMAN","REBECCA KAPLAN","DON PERATA"
213800,"Vote by Mail - 400C",12544,"DON PERATA","JEAN QUAN","JOE TUMAN"
213800,"Vote by Mail - 400C",12545,"DON PERATA","JEAN QUAN","JOE TUMAN"
213800,"Vote by Mail - 400C",12546,"JEAN QUAN","JOE TUMAN","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12547,"JOE TUMAN","LARRY LIONEL ''LL'' YOUNG JR.","MARCIE HODGE"
213800,"Vote by Mail - 400C",12548,"DON PERATA","skipped","skipped"
213800,"Vote by Mail - 400C",12549,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
213800,"Vote by Mail - 400C",12550,"JEAN QUAN","DON PERATA","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12551,"REBECCA KAPLAN","JOE TUMAN","DON PERATA"
213800,"Vote by Mail - 400C",12552,"JOE TUMAN","JEAN QUAN","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12553,"JOE TUMAN","DON PERATA","skipped"
213800,"Vote by Mail - 400C",12554,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
213800,"Vote by Mail - 400C",12555,"JOE TUMAN","REBECCA KAPLAN","JEAN QUAN"
213800,"Vote by Mail - 400C",12556,"REBECCA KAPLAN","DON PERATA","JEAN QUAN"
213800,"Vote by Mail - 400C",12557,"JOE TUMAN","REBECCA KAPLAN","DON PERATA"
213800,"Vote by Mail - 400C",12558,"DON PERATA","JEAN QUAN","JOE TUMAN"
213800,"Vote by Mail - 400C",12559,"JOE TUMAN","DON PERATA","GREG HARLAND"
213800,"Vote by Mail - 400C",12560,"JOE TUMAN","ARNOLD FIELDS","ARNOLD FIELDS"
213800,"Vote by Mail - 400C",12561,"REBECCA KAPLAN","JOE TUMAN","JEAN QUAN"
213800,"Vote by Mail - 400C",12562,"DON PERATA","JOE TUMAN","MARCIE HODGE"
213800,"Vote by Mail - 400C",12563,"DON PERATA","JOE TUMAN","GREG HARLAND"
213800,"Vote by Mail - 400C",12564,"GREG HARLAND","DON MACLEAY","skipped"
213800,"Vote by Mail - 400C",12565,"DON PERATA","ARNOLD FIELDS","DON MACLEAY"
213800,"Vote by Mail - 400C",12566,"GREG HARLAND","DON MACLEAY","skipped"
213800,"Vote by Mail - 400C",12567,"DON PERATA","skipped","skipped"
213800,"Vote by Mail - 400C",12568,"JOE TUMAN","DON PERATA","JEAN QUAN"
213800,"Vote by Mail - 400C",12569,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
213800,"Vote by Mail - 400C",12570,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
213800,"Vote by Mail - 400C",12571,"JOE TUMAN","JOE TUMAN","DON PERATA"
214400,"Vote by Mail - 400C",12572,"MARCIE HODGE","REBECCA KAPLAN","JOE TUMAN"
214400,"Vote by Mail - 400C",12573,"JOE TUMAN","GREG HARLAND","DON PERATA"
214400,"Vote by Mail - 400C",12574,"REBECCA KAPLAN","JOE TUMAN","DON PERATA"
214400,"Vote by Mail - 400C",12575,"DON PERATA","JEAN QUAN","JOE TUMAN"
214400,"Vote by Mail - 400C",12576,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
214400,"Vote by Mail - 400C",12577,"JOE TUMAN","REBECCA KAPLAN","DON PERATA"
214400,"Vote by Mail - 400C",12578,"DON PERATA","GREG HARLAND","JOE TUMAN"
214400,"Vote by Mail - 400C",12579,"DON PERATA","JOE TUMAN","JEAN QUAN"
214400,"Vote by Mail - 400C",12580,"DON PERATA","skipped","skipped"
214400,"Vote by Mail - 400C",12581,"DON PERATA","skipped","skipped"
214400,"Vote by Mail - 400C",12582,"DON PERATA","skipped","skipped"
214400,"Vote by Mail - 400C",12583,"DON PERATA","JEAN QUAN","JOE TUMAN"
214400,"Vote by Mail - 400C",12584,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
214400,"Vote by Mail - 400C",12585,"DON PERATA","JEAN QUAN","MARCIE HODGE"
214400,"Vote by Mail - 400C",12586,"REBECCA KAPLAN","skipped","skipped"
214400,"Vote by Mail - 400C",12587,"DON PERATA","JOE TUMAN","MARCIE HODGE"
214400,"Vote by Mail - 400C",12588,"JOE TUMAN","DON PERATA","JEAN QUAN"
214400,"Vote by Mail - 400C",12589,"DON PERATA","skipped","skipped"
214400,"Vote by Mail - 400C",12590,"JEAN QUAN","DON PERATA","JOE TUMAN"
214400,"Vote by Mail - 400C",12591,"JEAN QUAN","JOE TUMAN","DON PERATA"
214400,"Vote by Mail - 400C",12592,"MARCIE HODGE","REBECCA KAPLAN","JOE TUMAN"
214400,"Vote by Mail - 400C",12593,"JOE TUMAN","REBECCA KAPLAN","skipped"
214400,"Vote by Mail - 400C",12594,"JOE TUMAN","JOE TUMAN","JOE TUMAN"
214400,"Vote by Mail - 400C",12595,"JEAN QUAN","JOE TUMAN","TERENCE CANDELL"
214400,"Vote by Mail - 400C",12596,"DON PERATA","JOE TUMAN","TERENCE CANDELL"
214400,"Vote by Mail - 400C",12597,"JOE TUMAN","DON MACLEAY","DON PERATA"
214400,"Vote by Mail - 400C",12598,"REBECCA KAPLAN","DON PERATA","JEAN QUAN"
214400,"Vote by Mail - 400C",12599,"REBECCA KAPLAN","DON PERATA","JEAN QUAN"
214400,"Vote by Mail - 400C",12600,"JOE TUMAN","REBECCA KAPLAN","skipped"
214400,"Vote by Mail - 400C",12601,"JOE TUMAN","GREG HARLAND","REBECCA KAPLAN"
214400,"Vote by Mail - 400C",12602,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
214400,"Vote by Mail - 400C",12603,"JOE TUMAN","GREG HARLAND","REBECCA KAPLAN"
214400,"Vote by Mail - 400C",12604,"JOE TUMAN","skipped","skipped"
214400,"Vote by Mail - 400C",12605,"JEAN QUAN","REBECCA KAPLAN","DON PERATA"
214400,"Vote by Mail - 400C",12606,"REBECCA KAPLAN","JOE TUMAN","ARNOLD FIELDS"
214400,"Vote by Mail - 400C",12607,"ARNOLD FIELDS","JOE TUMAN","DON PERATA"
214400,"Vote by Mail - 400C",12608,"DON PERATA","JOE TUMAN","skipped"
214400,"Vote by Mail - 400C",12609,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
214400,"Vote by Mail - 400C",12610,"DON PERATA","JOE TUMAN","JEAN QUAN"
214400,"Vote by Mail - 400C",12611,"DON PERATA","JEAN QUAN","JOE TUMAN"
214400,"Vote by Mail - 400C",12612,"JOE TUMAN","DON PERATA","JEAN QUAN"
214400,"Vote by Mail - 400C",12613,"DON PERATA","skipped","skipped"
214400,"Vote by Mail - 400C",12614,"REBECCA KAPLAN","DON PERATA","GREG HARLAND"
214400,"Vote by Mail - 400C",12615,"GREG HARLAND","DON PERATA","REBECCA KAPLAN"
214400,"Vote by Mail - 400C",12616,"DON PERATA","JOE TUMAN","REBECCA KAPLAN"
214400,"Vote by Mail - 400C",12617,"ARNOLD FIELDS","DON PERATA","LARRY LIONEL ''LL'' YOUNG JR."
214400,"Vote by Mail - 400C",12618,"DON PERATA","JOE TUMAN","JEAN QUAN"
214400,"Vote by Mail - 400C",12619,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
214400,"Vote by Mail - 400C",12620,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
214400,"Vote by Mail - 400C",12621,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
214400,"Vote by Mail - 400C",12622,"DON PERATA","JOE TUMAN","skipped"
214400,"Vote by Mail - 400C",12623,"JEAN QUAN","DON MACLEAY","ARNOLD FIELDS"
214400,"Vote by Mail - 400C",12624,"DON PERATA","JEAN QUAN","REBECCA KAPLAN"
214600,"Vote by Mail - 400C",12625,"JOE TUMAN","DON PERATA","REBECCA KAPLAN"
214600,"Vote by Mail - 400C",12626,"JEAN QUAN","JOE TUMAN","skipped"
214600,"Vote by Mail - 400C",12627,"DON PERATA","JOE TUMAN","ARNOLD FIELDS"
214600,"Vote by Mail - 400C",12628,"DON PERATA","REBECCA KAPLAN","JEAN QUAN"
214600,"Vote by Mail - 400C",12629,"JEAN QUAN","DON PERATA","REBECCA KAPLAN"
214600,"Vote by Mail - 400C",12630,"DON PERATA","skipped","skipped"
214600,"Vote by Mail - 400C",12631,"DON PERATA","JEAN QUAN","skipped"
214600,"Vote by Mail - 400C",12632,"DON PERATA","skipped","skipped"
214600,"Vote by Mail - 400C",12633,"JEAN QUAN","REBECCA KAPLAN","skipped"
214600,"Vote by Mail - 400C",12634,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
214600,"Vote by Mail - 400C",12635,"JOE TUMAN","DON PERATA","JEAN QUAN"
214600,"Vote by Mail - 400C",12636,"DON PERATA","JOE TUMAN","LARRY LIONEL ''LL'' YOUNG JR."
214600,"Vote by Mail - 400C",12637,"JEAN QUAN","REBECCA KAPLAN","JOE TUMAN"
214600,"Vote by Mail - 400C",12638,"DON PERATA","skipped","skipped"
