RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
59398,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,
59399,Michelle DePass,Sameer Kanal,Nat West,Marnie Glickman,Elana Pirtle-Guiney,
59400,Elana Pirtle-Guiney,Nat West,Sameer Kanal,Tiffani Penson,Michael (Mike) Marshall,Jennifer Park
59401,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
59402,Dan Ryan,Bob Simril,Nat West,Marnie Glickman,Michelle DePass,
59403,Dan Ryan,Tiffani Penson,Bob Simril,Michael (Mike) Marshall,Michelle DePass,Mariah Hudson
59404,Mariah Hudson,Michael (Mike) Marshall,Tiffani Penson,Dan Ryan,,
59405,Marnie Glickman,Elana Pirtle-Guiney,Debbie Kitchin,,,
59408,Dan Ryan,Debbie Kitchin,Nabil Zaghloul,,,
59409,Mariah Hudson,Laura Streib,Michael (Mike) Marshall,Will Mespelt,Tiffani Penson,Elana Pirtle-Guiney
59410,Debbie Kitchin,Sameer Kanal,Reuben Berlin,Marnie Glickman,Elana Pirtle-Guiney,Will Mespelt
59415,Elana Pirtle-Guiney,Sameer Kanal,Nat West,,,
59416,James Armstrong,Dan Ryan,Michael (Mike) Marshall,Mariah Hudson,Elana Pirtle-Guiney,Michelle DePass
59419,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
59420,Dan Ryan,,,,,
59421,Dan Ryan,Nat West,Michelle DePass,Bob Simril,Nabil Zaghloul,Marnie Glickman
59423,Bob Simril,Nabil Zaghloul,Michelle DePass,Dan Ryan,Tiffani Penson,
59425,Elana Pirtle-Guiney,Sameer Kanal,Tiffani Penson,Jonathan Tasini,Bob Simril,Jennifer Park
59433,Jonathan Tasini,Mariah Hudson,Elana Pirtle-Guiney,,,
59434,Debbie Kitchin,Sameer Kanal,Reuben Berlin,Will Mespelt,Elana Pirtle-Guiney,Marnie Glickman
59435,Marnie Glickman,Sameer Kanal,Jonathan Tasini,Jennifer Park,Chris Olson,Elana Pirtle-Guiney
59436,Laura Streib,Michelle DePass,Marnie Glickman,Nat West,Jennifer Park,Sameer Kanal
59438,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
59440,Elana Pirtle-Guiney,Michelle DePass,Michael (Mike) Marshall,Dan Ryan,Jonathan Tasini,Nat West
59441,Dan Ryan,Bob Simril,Tiffani Penson,,,
59442,Dan Ryan,Tiffani Penson,Nat West,,,
59446,Michael (Mike) Marshall,Laura Streib,Nat West,Nabil Zaghloul,,
59447,Elana Pirtle-Guiney,,,,,
59448,Michelle DePass,,,,,
59450,Michelle DePass,Marnie Glickman,Sameer Kanal,Jennifer Park,Nat West,Elana Pirtle-Guiney
59451,Sameer Kanal,Nat West,Elana Pirtle-Guiney,Michelle DePass,Jonathan Tasini,Marnie Glickman
59452,Tiffani Penson,Will Mespelt,Michael (Mike) Marshall,,,
59453,Sameer Kanal,Debbie Kitchin,Tiffani Penson,Michelle DePass,Dan Ryan,Reuben Berlin
59454,Dan Ryan,,,,,
59455,Chris Olson,Marnie Glickman,Tiffani Penson,Antonio Jamal PettyJohnBlue,Jennifer Park,Will Mespelt
59459,Dan Ryan,Will Mespelt,Laura Streib,Reuben Berlin,James Armstrong,Michael (Mike) Marshall
59462,Sameer Kanal,Jonathan Tasini,Liz Taylor,Sam Sachs,,
59463,Tiffani Penson,Michelle DePass,,,,
59469,Michelle DePass,,,,,
59470,Nat West,Laura Streib,Dan Ryan,Tiffani Penson,Jennifer Park,Marnie Glickman
59472,Liz Taylor,,,,,
59473,Bob Simril,Jonathan Tasini,Mariah Hudson,Dan Ryan,Nabil Zaghloul,Marnie Glickman
59474,Tiffani Penson,,,,,
59475,Elana Pirtle-Guiney,Tiffani Penson,Debbie Kitchin,Mariah Hudson,Marnie Glickman,Jennifer Park
59477,Nabil Zaghloul,Liz Taylor,Bob Simril,Debbie Kitchin,Mariah Hudson,Marnie Glickman
59479,Chris Olson,Debbie Kitchin,James Armstrong,Tiffani Penson,Jennifer Park,Sam Sachs
59482,Nat West,Sameer Kanal,Jonathan Tasini,Michelle DePass,Dan Ryan,Chris Olson
59499,Dan Ryan,Tiffani Penson,Nat West,,,
59501,Sameer Kanal,Nabil Zaghloul,Michael (Mike) Marshall,Antonio Jamal PettyJohnBlue,Nat West,Marnie Glickman
59503,Elana Pirtle-Guiney,Tiffani Penson,Debbie Kitchin,Nat West,James Armstrong,Jonathan Tasini
59504,Dan Ryan,Mariah Hudson,Bob Simril,Tiffani Penson,Nat West,Elana Pirtle-Guiney
59506,Dan Ryan,,,,,
59507,Dan Ryan,Liz Taylor,Will Mespelt,Bob Simril,Michael (Mike) Marshall,Mariah Hudson
59510,Dan Ryan,Elana Pirtle-Guiney,James Armstrong,Tiffani Penson,Nabil Zaghloul,
59575,Michael (Mike) Marshall,Nat West,Jonathan Tasini,Elana Pirtle-Guiney,Tiffani Penson,Dan Ryan
59607,Liz Taylor,Marnie Glickman,Dan Ryan,Jennifer Park,Nat West,Sameer Kanal
59617,Marnie Glickman,Nabil Zaghloul,Debbie Kitchin,Reuben Berlin,,
59618,Dan Ryan,,,,,
59625,James Armstrong,Will Mespelt,Bob Simril,Dan Ryan,,
59643,Jonathan Tasini,Sameer Kanal,Michael (Mike) Marshall,Chris Olson,Tiffani Penson,Dan Ryan
59651,Dan Ryan,James Armstrong,Elana Pirtle-Guiney,Bob Simril,Mariah Hudson,Sam Sachs
59671,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
59672,Elana Pirtle-Guiney,Dan Ryan,Tiffani Penson,Michelle DePass,James Armstrong,Nat West
59673,Dan Ryan,Tiffani Penson,Bob Simril,,,
59676,Sameer Kanal,Michelle DePass,Nat West,Jonathan Tasini,Tiffani Penson,
59677,Nabil Zaghloul,Michael (Mike) Marshall,Dan Ryan,,,
59678,Dan Ryan,Mariah Hudson,Nat West,Tiffani Penson,Elana Pirtle-Guiney,James Armstrong
59683,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
59686,Bob Simril,,,,,
59687,Marnie Glickman,Michael (Mike) Marshall,Jonathan Tasini,Nat West,,
59688,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,Sameer Kanal,,
59689,Tiffani Penson,Elana Pirtle-Guiney,Dan Ryan,Sameer Kanal,Bob Simril,Mariah Hudson
59690,Nat West,Marnie Glickman,Elana Pirtle-Guiney,Jonathan Tasini,,
59694,Elana Pirtle-Guiney,Marnie Glickman,Michael (Mike) Marshall,James Armstrong,Mariah Hudson,Michelle DePass
59699,Will Mespelt,Dan Ryan,Tiffani Penson,,,
59700,Michelle DePass,Sameer Kanal,Tiffani Penson,Jonathan Tasini,Nabil Zaghloul,Elana Pirtle-Guiney
59707,Sam Sachs,Dan Ryan,Chris Olson,,,
59708,Bob Simril,,,,,
59711,Dan Ryan,Nat West,Sameer Kanal,Liz Taylor,Laura Streib,Nabil Zaghloul
59712,Elana Pirtle-Guiney,Dan Ryan,Marnie Glickman,Jonathan Tasini,Michael (Mike) Marshall,Debbie Kitchin
59714,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
59715,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,Bob Simril,Nat West,Tiffani Penson
59716,Dan Ryan,Elana Pirtle-Guiney,Michael (Mike) Marshall,Michelle DePass,James Armstrong,Nat West
59717,Nat West,James Armstrong,Will Mespelt,Jonathan Tasini,Bob Simril,Dan Ryan
59720,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
59721,Tiffani Penson,Liz Taylor,Marnie Glickman,Nat West,,
59722,Michelle DePass,Tiffani Penson,Antonio Jamal PettyJohnBlue,Debbie Kitchin,Marnie Glickman,Chris Olson
59723,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Will Mespelt,Mariah Hudson
59751,Nat West,,,,,
59752,Nat West,Sameer Kanal,Marnie Glickman,Dan Ryan,Michelle DePass,Elana Pirtle-Guiney
59753,Michael (Mike) Marshall,,,,,
59757,Michelle DePass,Sameer Kanal,Jonathan Tasini,Tiffani Penson,Mariah Hudson,Michael (Mike) Marshall
59774,Nat West,Michelle DePass,,,,
59799,James Armstrong,Michael (Mike) Marshall,Liz Taylor,,,
59840,Tiffani Penson,Dan Ryan,Michelle DePass,,,
59842,Nabil Zaghloul,Michael (Mike) Marshall,Dan Ryan,,,
59851,Dan Ryan,Laura Streib,Michael (Mike) Marshall,,,
59856,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
59866,Nat West,James Armstrong,Michael (Mike) Marshall,Dan Ryan,,
59869,Dan Ryan,Tiffani Penson,Nat West,Michael (Mike) Marshall,Mariah Hudson,Sameer Kanal
59870,Chris Olson,Sameer Kanal,Nat West,Marnie Glickman,,
59892,Marnie Glickman,Michael (Mike) Marshall,Dan Ryan,Mariah Hudson,Elana Pirtle-Guiney,Antonio Jamal PettyJohnBlue
59896,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,Mariah Hudson,James Armstrong,Michael (Mike) Marshall
59897,Dan Ryan,Marnie Glickman,Liz Taylor,Debbie Kitchin,Sameer Kanal,Michael (Mike) Marshall
59898,Nat West,Tiffani Penson,Liz Taylor,Dan Ryan,Michelle DePass,
59901,Tiffani Penson,Liz Taylor,Laura Streib,Mariah Hudson,Michelle DePass,Jennifer Park
59902,Tiffani Penson,,,,,
59903,Debbie Kitchin,Tiffani Penson,Mariah Hudson,Jennifer Park,Marnie Glickman,Liz Taylor
59904,Nat West,Tiffani Penson,Mariah Hudson,Dan Ryan,,
59910,Dan Ryan,Mariah Hudson,Marnie Glickman,,,
59912,Dan Ryan,Elana Pirtle-Guiney,Michelle DePass,,,
59913,Mariah Hudson,Bob Simril,Nat West,Tiffani Penson,James Armstrong,Will Mespelt
59929,Elana Pirtle-Guiney,Nat West,Marnie Glickman,Michelle DePass,Sameer Kanal,Debbie Kitchin
59931,Jonathan Tasini,Mariah Hudson,Elana Pirtle-Guiney,,,
59932,Elana Pirtle-Guiney,Dan Ryan,Marnie Glickman,Jonathan Tasini,Michelle DePass,Nat West
59933,Michael (Mike) Marshall,Liz Taylor,Laura Streib,Nat West,James Armstrong,Will Mespelt
59936,Dan Ryan,,,,,
59937,Tiffani Penson,Elana Pirtle-Guiney,Nabil Zaghloul,Sameer Kanal,Jonathan Tasini,Bob Simril
59938,Nat West,Sameer Kanal,Dan Ryan,Marnie Glickman,Elana Pirtle-Guiney,Bob Simril
59940,Tiffani Penson,Bob Simril,Mariah Hudson,Dan Ryan,Will Mespelt,James Armstrong
59962,Michelle DePass,Marnie Glickman,Sameer Kanal,Jennifer Park,Michael (Mike) Marshall,Laura Streib
59967,Jonathan Tasini,Sameer Kanal,Jennifer Park,Elana Pirtle-Guiney,Nat West,Michelle DePass
59979,Tiffani Penson,Bob Simril,Mariah Hudson,Antonio Jamal PettyJohnBlue,Sameer Kanal,Michael (Mike) Marshall
59993,Nat West,Marnie Glickman,Tiffani Penson,Liz Taylor,Mariah Hudson,
60000,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,Michael (Mike) Marshall,James Armstrong,
60001,Dan Ryan,Tiffani Penson,Nat West,James Armstrong,Michael (Mike) Marshall,Bob Simril
60002,Dan Ryan,Michael (Mike) Marshall,James Armstrong,Sam Sachs,Chris Olson,Bob Simril
60003,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
60004,Liz Taylor,Bob Simril,Dan Ryan,Jennifer Park,Debbie Kitchin,James Armstrong
60008,Dan Ryan,Nat West,Marnie Glickman,Elana Pirtle-Guiney,Mariah Hudson,Jennifer Park
60009,Sameer Kanal,Dan Ryan,Michelle DePass,Elana Pirtle-Guiney,Tiffani Penson,Jennifer Park
60010,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
60011,Dan Ryan,,,,,
60019,Tiffani Penson,Nabil Zaghloul,Michelle DePass,Mariah Hudson,Sameer Kanal,Nat West
60020,Dan Ryan,Tiffani Penson,Nat West,Marnie Glickman,Mariah Hudson,
60022,Michael (Mike) Marshall,Jonathan Tasini,Sameer Kanal,Will Mespelt,Dan Ryan,
60028,Sameer Kanal,Michelle DePass,Tiffani Penson,Jennifer Park,,
60050,Dan Ryan,Sam Sachs,Michael (Mike) Marshall,Elana Pirtle-Guiney,Jennifer Park,Nat West
60053,Dan Ryan,Sameer Kanal,Michelle DePass,Elana Pirtle-Guiney,James Armstrong,Nat West
60059,Tiffani Penson,Elana Pirtle-Guiney,Dan Ryan,Mariah Hudson,Michael (Mike) Marshall,Jennifer Park
60065,Dan Ryan,Tiffani Penson,Elana Pirtle-Guiney,Michael (Mike) Marshall,Bob Simril,Mariah Hudson
60066,Sameer Kanal,Michelle DePass,Tiffani Penson,Elana Pirtle-Guiney,,
60068,Tiffani Penson,Dan Ryan,Mariah Hudson,,,
60069,Dan Ryan,Tiffani Penson,,,,
60070,Jonathan Tasini,Sameer Kanal,Reuben Berlin,Mariah Hudson,Michelle DePass,Nat West
60071,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,Jennifer Park,Nabil Zaghloul,Sameer Kanal
60072,Sameer Kanal,Michelle DePass,James Armstrong,Nat West,Jonathan Tasini,Elana Pirtle-Guiney
60073,James Armstrong,Tiffani Penson,Mariah Hudson,Elana Pirtle-Guiney,,
60075,Michelle DePass,Sameer Kanal,Mariah Hudson,Jonathan Tasini,Tiffani Penson,Bob Simril
60076,Laura Streib,Michelle DePass,Will Mespelt,Marnie Glickman,Debbie Kitchin,Antonio Jamal PettyJohnBlue
60079,Elana Pirtle-Guiney,James Armstrong,Tiffani Penson,,,
60091,Tiffani Penson,Marnie Glickman,Nat West,Nabil Zaghloul,,
60092,Elana Pirtle-Guiney,Dan Ryan,Bob Simril,James Armstrong,Tiffani Penson,Nabil Zaghloul
60093,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
60096,Dan Ryan,James Armstrong,Michael (Mike) Marshall,Sameer Kanal,Jonathan Tasini,Laura Streib
60097,Dan Ryan,Mariah Hudson,Nabil Zaghloul,James Armstrong,Elana Pirtle-Guiney,Sameer Kanal
60098,Bob Simril,Will Mespelt,,,,
60099,Dan Ryan,Jonathan Tasini,Nabil Zaghloul,Mariah Hudson,,
60103,Bob Simril,,,,,
60105,Mariah Hudson,Bob Simril,,,,
60119,Dan Ryan,Tiffani Penson,Mariah Hudson,James Armstrong,Debbie Kitchin,Michael (Mike) Marshall
60122,Dan Ryan,Bob Simril,Tiffani Penson,,,
60137,Sameer Kanal,Elana Pirtle-Guiney,Nabil Zaghloul,Chris Olson,Marnie Glickman,Dan Ryan
60140,Dan Ryan,Sameer Kanal,Michelle DePass,Elana Pirtle-Guiney,James Armstrong,Nat West
60141,Sameer Kanal,Elana Pirtle-Guiney,Jonathan Tasini,Marnie Glickman,Tiffani Penson,Michelle DePass
60159,Bob Simril,Elana Pirtle-Guiney,James Armstrong,Michelle DePass,Debbie Kitchin,
60163,Bob Simril,Tiffani Penson,Sameer Kanal,,,
60164,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
60171,Dan Ryan,Bob Simril,Chris Olson,Reuben Berlin,Laura Streib,Liz Taylor
60175,Michael (Mike) Marshall,James Armstrong,Bob Simril,Dan Ryan,Will Mespelt,Mariah Hudson
60176,,,,,,
60178,Sameer Kanal,Jonathan Tasini,Marnie Glickman,Michelle DePass,Jennifer Park,Chris Olson
60182,Dan Ryan,,,,,
60209,Marnie Glickman,Jonathan Tasini,Sameer Kanal,Nat West,Debbie Kitchin,Michelle DePass
60213,Dan Ryan,Mariah Hudson,Michael (Mike) Marshall,,,
60223,Sameer Kanal,Jonathan Tasini,Jennifer Park,Michelle DePass,Nat West,Marnie Glickman
60226,Marnie Glickman,Tiffani Penson,Jonathan Tasini,,,
60229,Michelle DePass,Sameer Kanal,Jonathan Tasini,Elana Pirtle-Guiney,,
60230,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
60232,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
60234,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
60237,Liz Taylor,Elana Pirtle-Guiney,Marnie Glickman,Sameer Kanal,Jonathan Tasini,Bob Simril
60241,Elana Pirtle-Guiney,Dan Ryan,Tiffani Penson,James Armstrong,Bob Simril,Mariah Hudson
60242,Tiffani Penson,Michelle DePass,Mariah Hudson,Liz Taylor,,
60243,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,
60246,Mariah Hudson,Dan Ryan,Sameer Kanal,Nat West,Debbie Kitchin,Elana Pirtle-Guiney
60248,Dan Ryan,Elana Pirtle-Guiney,Tiffani Penson,Nat West,Michelle DePass,
60250,Tiffani Penson,Michelle DePass,Jonathan Tasini,Mariah Hudson,Dan Ryan,Jennifer Park
60256,Jonathan Tasini,Sameer Kanal,Jennifer Park,Chris Olson,Marnie Glickman,Michelle DePass
60257,Write-in-123,Write-in-124,Write-in-125,,,
60260,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
60267,,,,,,
60290,Dan Ryan,Bob Simril,Mariah Hudson,,,
60293,Nat West,Tiffani Penson,Jennifer Park,Dan Ryan,Elana Pirtle-Guiney,
60297,Dan Ryan,Tiffani Penson,James Armstrong,Nat West,Marnie Glickman,Debbie Kitchin
60299,Dan Ryan,Mariah Hudson,Marnie Glickman,Nat West,Will Mespelt,Michael (Mike) Marshall
60301,Dan Ryan,Michelle DePass,Mariah Hudson,,,
60307,Nat West,Michael (Mike) Marshall,Jennifer Park,Sameer Kanal,Elana Pirtle-Guiney,Dan Ryan
60308,Marnie Glickman,Tiffani Penson,Elana Pirtle-Guiney,Debbie Kitchin,Nat West,
60309,Michelle DePass,Tiffani Penson,Sameer Kanal,Nat West,,
60310,Elana Pirtle-Guiney,Tiffani Penson,Jonathan Tasini,Sameer Kanal,Marnie Glickman,Mariah Hudson
60311,Marnie Glickman,Nat West,Jonathan Tasini,Sameer Kanal,Elana Pirtle-Guiney,
60312,Debbie Kitchin,,,,,
60313,Michelle DePass,Chris Olson,Jonathan Tasini,Jennifer Park,Dan Ryan,
60314,Sameer Kanal,Jonathan Tasini,Marnie Glickman,Nat West,Elana Pirtle-Guiney,
60317,Jonathan Tasini,Sameer Kanal,Nat West,Michelle DePass,,
60321,Michael (Mike) Marshall,Dan Ryan,,,,
60326,Dan Ryan,Michelle DePass,Elana Pirtle-Guiney,,,
60327,Sameer Kanal,Jonathan Tasini,Nat West,Chris Olson,Elana Pirtle-Guiney,Michelle DePass
60328,Dan Ryan,Liz Taylor,Jennifer Park,Reuben Berlin,Antonio Jamal PettyJohnBlue,Bob Simril
60329,Marnie Glickman,Chris Olson,Sameer Kanal,Jennifer Park,Elana Pirtle-Guiney,Jonathan Tasini
60330,Marnie Glickman,Nat West,Dan Ryan,Chris Olson,,
60353,Dan Ryan,,,,,
60358,Tiffani Penson,Elana Pirtle-Guiney,Dan Ryan,Mariah Hudson,Marnie Glickman,Sameer Kanal
60359,Tiffani Penson,Sameer Kanal,Nat West,Michelle DePass,Chris Olson,Nabil Zaghloul
60361,Michelle DePass,Chris Olson,Jonathan Tasini,Jennifer Park,Dan Ryan,
60362,Michelle DePass,Sameer Kanal,Elana Pirtle-Guiney,Jonathan Tasini,Marnie Glickman,Dan Ryan
60363,Marnie Glickman,Debbie Kitchin,Tiffani Penson,Jennifer Park,Jonathan Tasini,Dan Ryan
60364,Sameer Kanal,Nat West,Michelle DePass,Jonathan Tasini,Elana Pirtle-Guiney,Chris Olson
60365,Chris Olson,Jennifer Park,Dan Ryan,Sam Sachs,Will Mespelt,James Armstrong
60370,Michelle DePass,Sameer Kanal,Nat West,Marnie Glickman,Debbie Kitchin,Elana Pirtle-Guiney
60374,Elana Pirtle-Guiney,Nat West,,,,
60376,Tiffani Penson,Liz Taylor,Jennifer Park,Mariah Hudson,Michelle DePass,Debbie Kitchin
60378,Sameer Kanal,Tiffani Penson,Jonathan Tasini,Mariah Hudson,James Armstrong,Reuben Berlin
60379,Michelle DePass,Elana Pirtle-Guiney,Sameer Kanal,Jonathan Tasini,Marnie Glickman,Jennifer Park
60380,Sameer Kanal,Jonathan Tasini,Chris Olson,Jennifer Park,Marnie Glickman,Nat West
60381,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
60389,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
60393,Nat West,Sameer Kanal,James Armstrong,Michael (Mike) Marshall,,
60394,Marnie Glickman,Tiffani Penson,Michelle DePass,Elana Pirtle-Guiney,Jonathan Tasini,Sameer Kanal
60396,Dan Ryan,Bob Simril,Tiffani Penson,,,
60399,Bob Simril,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,Tiffani Penson,
60416,Sameer Kanal,Tiffani Penson,Jonathan Tasini,Dan Ryan,Mariah Hudson,Elana Pirtle-Guiney
60422,Michael (Mike) Marshall,Tiffani Penson,Nabil Zaghloul,Jennifer Park,Sameer Kanal,Elana Pirtle-Guiney
60423,Michelle DePass,Dan Ryan,Nat West,,,
60424,Dan Ryan,Jonathan Tasini,Elana Pirtle-Guiney,Nat West,Michelle DePass,James Armstrong
60425,James Armstrong,Chris Olson,Sam Sachs,Jonathan Tasini,Will Mespelt,Bob Simril
60426,Sameer Kanal,Nat West,Jonathan Tasini,Chris Olson,Elana Pirtle-Guiney,Michelle DePass
60428,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
60429,Michelle DePass,Marnie Glickman,Elana Pirtle-Guiney,Nabil Zaghloul,Sameer Kanal,Dan Ryan
60430,Elana Pirtle-Guiney,Dan Ryan,Michael (Mike) Marshall,Debbie Kitchin,Marnie Glickman,James Armstrong
60432,Sameer Kanal,Michelle DePass,Jonathan Tasini,,,
60433,Nat West,Sameer Kanal,Tiffani Penson,Bob Simril,Jonathan Tasini,Marnie Glickman
60435,Dan Ryan,Tiffani Penson,Sameer Kanal,Marnie Glickman,James Armstrong,Laura Streib
60446,Sameer Kanal,Michelle DePass,Nat West,Jonathan Tasini,Jennifer Park,
60447,Dan Ryan,Bob Simril,Mariah Hudson,Michael (Mike) Marshall,Jonathan Tasini,Nat West
60448,Dan Ryan,Tiffani Penson,Mariah Hudson,Michelle DePass,Nat West,Reuben Berlin
60449,Nat West,Debbie Kitchin,Sameer Kanal,Tiffani Penson,Elana Pirtle-Guiney,
60451,Tiffani Penson,Elana Pirtle-Guiney,Michael (Mike) Marshall,Liz Taylor,Dan Ryan,Nabil Zaghloul
60452,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,Mariah Hudson,Nat West,
60453,Jennifer Park,Chris Olson,Debbie Kitchin,Jonathan Tasini,Sameer Kanal,Michael (Mike) Marshall
60454,Nat West,Chris Olson,Jennifer Park,Sameer Kanal,Michael (Mike) Marshall,Laura Streib
60456,Chris Olson,Jennifer Park,Dan Ryan,Tiffani Penson,Michael (Mike) Marshall,Jonathan Tasini
60457,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
60479,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
60486,Tiffani Penson,Dan Ryan,Bob Simril,,,
60489,Michelle DePass,Sameer Kanal,Nat West,Marnie Glickman,Debbie Kitchin,Elana Pirtle-Guiney
60501,Dan Ryan,Tiffani Penson,Mariah Hudson,Bob Simril,Elana Pirtle-Guiney,
60502,Will Mespelt,Antonio Jamal PettyJohnBlue,,,,
60503,Bob Simril,Sameer Kanal,,,,
60504,Dan Ryan,Mariah Hudson,Tiffani Penson,,,
60505,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
60518,Sameer Kanal,Michelle DePass,Jonathan Tasini,Michael (Mike) Marshall,,
60525,Elana Pirtle-Guiney,Dan Ryan,Mariah Hudson,Michael (Mike) Marshall,Michelle DePass,Sameer Kanal
60546,Michael (Mike) Marshall,Tiffani Penson,Nabil Zaghloul,Mariah Hudson,Bob Simril,Will Mespelt
60552,Dan Ryan,Tiffani Penson,Nat West,Elana Pirtle-Guiney,,
60554,Jennifer Park,Will Mespelt,Marnie Glickman,Bob Simril,Laura Streib,Dan Ryan
60561,Dan Ryan,Tiffani Penson,Jonathan Tasini,James Armstrong,,
60573,Tiffani Penson,Sameer Kanal,,,,
60574,Write-in-123,Write-in-124,Write-in-125,,,
60576,Jonathan Tasini,Chris Olson,Marnie Glickman,Jennifer Park,,
60577,James Armstrong,Antonio Jamal PettyJohnBlue,Michael (Mike) Marshall,Bob Simril,Michelle DePass,Debbie Kitchin
60578,Dan Ryan,James Armstrong,Elana Pirtle-Guiney,Mariah Hudson,Sameer Kanal,Michael (Mike) Marshall
60579,Nat West,Bob Simril,,,,
60580,Dan Ryan,Will Mespelt,Reuben Berlin,James Armstrong,,
60581,Elana Pirtle-Guiney,Dan Ryan,Michelle DePass,,,
60586,Elana Pirtle-Guiney,Tiffani Penson,Michael (Mike) Marshall,Mariah Hudson,Dan Ryan,Sameer Kanal
60596,Dan Ryan,Tiffani Penson,Nat West,James Armstrong,Michael (Mike) Marshall,Bob Simril
60598,Bob Simril,Michael (Mike) Marshall,Liz Taylor,Dan Ryan,,
60601,Tiffani Penson,Nat West,Michael (Mike) Marshall,,,
60602,Nabil Zaghloul,Sameer Kanal,Michelle DePass,Marnie Glickman,Jennifer Park,Jonathan Tasini
60603,Nabil Zaghloul,Tiffani Penson,Sameer Kanal,Elana Pirtle-Guiney,Nat West,Jonathan Tasini
60604,Dan Ryan,Tiffani Penson,Nat West,Sameer Kanal,Debbie Kitchin,
60606,Tiffani Penson,Sam Sachs,Mariah Hudson,,,
60608,Nat West,Elana Pirtle-Guiney,Mariah Hudson,Chris Olson,Marnie Glickman,Jonathan Tasini
60615,Sameer Kanal,Michelle DePass,Nat West,Jonathan Tasini,Jennifer Park,Marnie Glickman
60620,Debbie Kitchin,Nat West,Sameer Kanal,Chris Olson,,
60626,Dan Ryan,James Armstrong,Elana Pirtle-Guiney,Bob Simril,Mariah Hudson,
60629,Dan Ryan,Mariah Hudson,Michael (Mike) Marshall,Debbie Kitchin,Marnie Glickman,James Armstrong
60630,Tiffani Penson,,,,,
60631,Elana Pirtle-Guiney,Michelle DePass,,,,
60632,Sameer Kanal,Michelle DePass,Elana Pirtle-Guiney,Tiffani Penson,,
60634,Tiffani Penson,Dan Ryan,Nabil Zaghloul,Elana Pirtle-Guiney,Jennifer Park,Marnie Glickman
60637,Sameer Kanal,Michelle DePass,Jonathan Tasini,Jennifer Park,Nat West,Marnie Glickman
60638,Michelle DePass,Nabil Zaghloul,Dan Ryan,Mariah Hudson,Laura Streib,Bob Simril
60649,Elana Pirtle-Guiney,Michelle DePass,Dan Ryan,James Armstrong,Michael (Mike) Marshall,Mariah Hudson
60653,Tiffani Penson,Nat West,Dan Ryan,Elana Pirtle-Guiney,Michelle DePass,Mariah Hudson
60671,Dan Ryan,Michael (Mike) Marshall,Nat West,Marnie Glickman,,
60674,James Armstrong,Michelle DePass,Elana Pirtle-Guiney,,,
60675,Michelle DePass,Elana Pirtle-Guiney,James Armstrong,Sameer Kanal,Nat West,Tiffani Penson
60676,Marnie Glickman,Sameer Kanal,Nat West,Jonathan Tasini,Elana Pirtle-Guiney,Michelle DePass
60677,Michelle DePass,Nat West,Elana Pirtle-Guiney,Mariah Hudson,Bob Simril,Nabil Zaghloul
